corridor_id,location_id,chirp_segment_count,chirp_corr_score_mean,synth_mag_bin_-2_mean,synth_rel_db_bin_-2_mean,synth_mag_bin_-1_mean,synth_rel_db_bin_-1_mean,synth_mag_bin_+0_mean,synth_rel_db_bin_+0_mean,synth_mag_bin_+1_mean,synth_rel_db_bin_+1_mean,synth_mag_bin_+2_mean,synth_rel_db_bin_+2_mean
0,34,40,0.8656918297745,15.75562991189435,-50.803462650188365,112.8090640658921,-33.14660353022913,4875.682606729434,0.0,115.26106077664326,-32.82271420605058,16.989815549374335,-49.63612562130152
0,36,40,0.7794796578635582,25.365032108802158,-46.58380484988114,86.79663930611734,-36.099981925503336,4698.632903845806,0.0,85.58017623505522,-36.580573170560186,25.352949190600157,-46.693251946157794
0,38,40,0.837094808682688,20.077680572580036,-50.90668581354786,78.5194646967255,-39.4914362560733,5462.013501818934,0.0,70.62293032106913,-40.62902720125861,19.083306893881797,-51.18786690040865
0,40,40,0.6789826512706958,39.02685700837726,-44.601848411654046,156.80697791846984,-32.97237866571055,5787.2558188592375,0.0,132.5954869604245,-34.294441904419784,37.661154034975354,-45.208709783224215
0,42,40,0.5633437218457639,80.56468736045038,-38.60864389426171,297.40178528453316,-27.718444337858624,5561.214303834164,0.0,257.15215145270537,-28.745323127377976,73.2085639960065,-40.06383637325153
0,44,40,0.2845125381016104,184.09772487455425,-29.69856898443576,584.9687321605959,-20.279275198582873,5103.961159563572,0.0,726.9479529696758,-18.364024722540762,185.16452123647497,-30.024533686392125
1,16,40,0.7926898634618131,32.02343305060666,-45.497430261200705,111.20456092549698,-34.42132025536507,5137.639775998856,0.0,110.35943189928052,-34.74592202360537,30.894900432623682,-46.627614333916064
1,18,40,0.8191055906285174,19.83762316943288,-50.56769570744801,77.18640785427279,-38.52482753735425,5407.06116063305,0.0,81.09647024023118,-37.66895682121161,19.086975447972442,-50.23656935246087
1,20,40,0.6760862732536737,45.45955980065927,-42.559285560038845,195.83482217975433,-30.572249468290217,5276.361000402381,0.0,182.91478284648306,-30.67160648383257,49.14381327062248,-41.221340646255086
1,22,40,0.715681606742202,35.448551841303036,-44.60325680579424,142.16513014463095,-32.94922901540311,5307.845294167552,0.0,134.21850112495628,-33.17339145637784,34.638032365560875,-44.84733702778702
1,24,40,0.8731597851322583,14.52233702010164,-52.888941357646104,53.818730592162616,-41.467792939766966,5226.319653004097,0.0,55.60060946545256,-40.45938349132573,13.666175130695567,-53.014090496777726
1,26,40,0.886801207407566,10.125919790557763,-54.77455874576496,59.99421502619465,-39.41947390818994,4816.762953654077,0.0,63.41796224779954,-38.201612837995434,10.196757688720982,-55.11243041472157
1,28,40,0.8267441107386885,12.949233676796542,-53.47408265589705,41.20267874119744,-43.4649660137927,5320.762794738957,0.0,35.98112514247517,-44.38432051634771,11.91843389767693,-54.378992220372105
1,30,40,0.842000374962397,18.64625636673525,-49.293356863848125,134.3700095519809,-31.90406696242951,4912.84677525886,0.0,138.096001823189,-31.371671009629516,19.8862859630973,-48.18506259154516
1,32,40,0.868026818861561,39.57653072963475,-43.26387025742204,302.45624740590154,-25.262043343376007,5420.008528791613,0.0,322.2796549516573,-24.775874138267007,50.79581018328285,-41.088542231338046
2,14,40,0.23006278463393537,175.87117048017276,-33.10068939881027,615.3015864022254,-23.392427274317022,7237.257688606636,0.0,646.598613339858,-22.270872783875767,182.1202111769508,-32.92662869818918
