==========Continuous Reception Mode Start==========
==========Continuous Reception Mode Start==========
HDOK	PLOK	17472	1	1	-88	9	9	2	33	-85 -85 -85 -89 -87 -85 -85 -85 -86 -85 -86 -85 -85 -86 -85 -85 -85 -89 -87 -91 -87 -91 -87 -86 -88 -93 -86 -86 -91 -85 -85 -86 -88 
HDOK	PLOK	17472	2	2	-96	8	9	2	33	-95 -95 -97 -94 -95 -94 -94 -95 -94 -101 -99 -93 -100 -95 -96 -95 -95 -95 -95 -97 -101 -99 -100 -98 -94 -96 -98 -94 -96 -95 -98 -95 -95 
HDOK	PLOK	17472	3	3	-91	8	9	2	33	-89 -92 -94 -88 -88 -89 -89 -89 -89 -92 -95 -89 -94 -89 -91 -89 -89 -89 -89 -90 -95 -94 -95 -93 -89 -89 -93 -89 -89 -89 -90 -91 -89 
HDOK	PLOK	17472	4	4	-89	8	9	2	33	-87 -86 -87 -87 -87 -86 -89 -86 -86 -87 -88 -87 -86 -87 -87 -86 -86 -89 -88 -93 -89 -93 -89 -87 -87 -91 -87 -86 -89 -87 -87 -88 -89 
HDOK	PLOK	17472	5	5	-88	9	9	2	33	-83 -83 -84 -83 -85 -83 -88 -83 -84 -84 -85 -84 -84 -85 -85 -84 -84 -88 -87 -91 -87 -91 -86 -85 -88 -91 -85 -85 -89 -85 -85 -85 -85 
HDOK	PLOK	17472	6	6	-87	9	9	2	33	-83 -83 -85 -83 -83 -83 -84 -84 -83 -87 -88 -84 -86 -83 -84 -83 -83 -85 -83 -87 -89 -91 -88 -86 -83 -86 -86 -84 -86 -85 -87 -87 -88 
HDOK	PLOK	17472	7	7	-86	9	9	2	33	-83 -87 -91 -83 -83 -83 -83 -85 -83 -83 -91 -83 -84 -83 -87 -83 -83 -83 -82 -83 -89 -86 -91 -89 -83 -83 -88 -83 -83 -82 -85 -86 -83 
HDOK	PLOK	17472	8	8	-88	8	9	2	33	-85 -84 -85 -88 -86 -85 -85 -86 -85 -86 -88 -86 -86 -87 -86 -86 -86 -89 -87 -93 -89 -93 -88 -87 -87 -91 -86 -86 -89 -86 -86 -87 -85 
HDOK	PLOK	17472	9	9	-88	9	9	2	33	-88 -93 -92 -86 -85 -86 -86 -86 -86 -87 -93 -86 -88 -86 -88 -86 -85 -86 -85 -87 -91 -89 -93 -89 -85 -86 -89 -84 -86 -85 -87 -84 -89 
HDOK	PLOK	17472	10	10	-82	9	9	2	33	-78 -86 -87 -79 -78 -79 -79 -79 -79 -79 -87 -78 -79 -79 -83 -79 -80 -79 -79 -79 -83 -82 -85 -85 -78 -79 -85 -79 -79 -79 -85 -83 -83 
HDOK	PLOK	17472	11	11	-89	8	9	2	33	-87 -87 -88 -86 -87 -86 -86 -87 -86 -93 -91 -86 -89 -86 -88 -86 -86 -87 -86 -88 -93 -91 -91 -88 -85 -88 -88 -86 -87 -86 -87 -86 -87 
HDOK	PLOK	17472	12	12	-86	8	9	2	33	-83 -83 -86 -82 -82 -82 -83 -83 -82 -89 -87 -83 -87 -82 -84 -83 -83 -83 -83 -85 -89 -89 -88 -86 -83 -84 -85 -83 -84 -83 -85 -83 -83 
HDOK	PLOK	17472	13	13	-86	9	9	2	33	-83 -84 -87 -83 -83 -83 -83 -84 -83 -91 -88 -84 -88 -83 -85 -83 -83 -84 -83 -85 -91 -89 -88 -86 -83 -85 -85 -83 -84 -83 -83 -87 -83 
HDOK	PLOK	17472	14	14	-86	9	9	2	33	-84 -83 -85 -83 -83 -83 -84 -83 -83 -84 -86 -83 -83 -83 -83 -82 -82 -84 -83 -87 -88 -89 -86 -84 -82 -86 -84 -82 -85 -83 -83 -83 -84 
HDOK	PLOK	17472	15	15	-88	8	9	2	33	-85 -85 -86 -89 -87 -85 -86 -85 -86 -85 -86 -86 -85 -87 -85 -85 -85 -91 -88 -93 -87 -89 -86 -86 -93 -91 -85 -86 -93 -86 -86 -86 -86 
HDOK	PLOK	17472	16	16	-86	8	9	2	33	-84 -85 -86 -83 -84 -83 -83 -83 -83 -89 -88 -83 -88 -83 -85 -83 -83 -84 -84 -86 -91 -91 -89 -86 -83 -85 -86 -83 -85 -83 -84 -87 -83 
HDOK	PLOK	17472	17	17	-87	8	9	2	33	-85 -84 -85 -84 -85 -84 -84 -88 -84 -87 -88 -85 -85 -84 -86 -84 -84 -86 -85 -88 -91 -91 -89 -87 -86 -87 -87 -85 -86 -85 -87 -85 -85 
HDOK	PLOK	17472	18	18	-88	9	9	2	33	-86 -85 -86 -87 -89 -86 -86 -85 -87 -86 -86 -86 -85 -87 -86 -85 -86 -91 -88 -93 -87 -89 -87 -86 -91 -93 -86 -86 -91 -85 -85 -85 -86 
HDOK	PLOK	17472	19	19	-86	8	9	2	33	-83 -83 -83 -85 -84 -83 -83 -87 -83 -83 -85 -83 -83 -83 -83 -83 -83 -86 -84 -88 -87 -89 -86 -84 -83 -87 -83 -83 -86 -83 -83 -82 -84 
HDOK	PLOK	17472	20	20	-86	8	9	2	33	-83 -89 -89 -83 -83 -83 -83 -83 -83 -83 -91 -83 -84 -83 -88 -84 -84 -83 -83 -84 -88 -86 -89 -91 -83 -83 -89 -83 -83 -83 -87 -83 -91 
HDOK	PLOK	17472	21	21	-85	9	9	2	33	-82 -81 -82 -87 -84 -82 -85 -81 -83 -83 -84 -83 -83 -83 -83 -83 -83 -86 -84 -89 -87 -91 -86 -84 -83 -87 -84 -83 -86 -83 -84 -85 -83 
