split,method,method_label,packets,candidate_recall,lda_correct,search_correct,search_accuracy,search_mae_m,search_p95_m,final_correct,final_accuracy,final_mae_m,final_p95_m,severe_error_rate,changes_vs_lda,beneficial_corrections,harmful_corrections,correction_precision,mean_search_runtime_ms,mean_path_switches,mean_path_garbage
validation,average_cost,Average cost,128,0.9921875,101,100,0.78125,1.1575781250000001,6.780000000000001,106,0.828125,0.9448437500000001,6.670000000000002,0.0390625,12,8,3,0.6666666666666666,0.0008596630323154386,,
validation,greedy_path,Greedy path,128,0.9921875,101,101,0.7890625,1.0268750000000002,6.7415,107,0.8359375,0.8141406250000001,3.461499999999999,0.03125,20,11,5,0.55,0.05241433609626256,0.0,0.0
validation,no_pheromone,No pheromone,128,0.9921875,101,99,0.7734375,1.1832031250000001,6.780000000000001,106,0.828125,0.9183593750000001,6.670000000000001,0.0390625,13,8,3,0.6153846153846154,2.8877574294483566,0.0,0.0
validation,full_aco,Full ACO,128,0.9921875,101,101,0.7890625,1.0781250000000002,6.7415,105,0.8203125,0.9183593750000001,5.560499999999972,0.0390625,22,10,6,0.45454545454545453,2.9263646247272845,0.0,0.0
formal_test,average_cost,Average cost,128,1.0,112,107,0.8359375,0.7867968750000001,3.3900000000000006,114,0.890625,0.5749218750000001,6.670000000000001,0.0078125,5,3,1,0.6,0.0008368597264052369,,
formal_test,greedy_path,Greedy path,128,1.0,112,104,0.8125,0.9183593750000001,3.3900000000000006,113,0.8828125,0.551015625,3.3900000000000006,0.015625,20,10,9,0.5,0.046964453190412314,0.0,0.0
formal_test,no_pheromone,No pheromone,128,1.0,112,104,0.8125,0.9439843750000001,5.521999999999972,117,0.9140625,0.47070312500000006,3.3900000000000006,0.015625,14,9,4,0.6428571428571429,2.66321713331763,0.0,0.0
formal_test,full_aco,Full ACO,128,1.0,112,106,0.828125,0.7876562500000001,3.3900000000000006,115,0.8984375,0.42031250000000003,3.3900000000000006,0.0078125,20,11,8,0.55,2.8085153206802715,0.0,0.0
