query_file,query_packet,true_location,ambiguous_location,posterior_loc23,posterior_loc43,rmse_query_to_loc23_db,rmse_query_to_loc43_db,subbin_offset,query_packet_mean_db,query_packet_std_db,loc23_template_mean_db_excluding_query,loc23_template_std_db_excluding_query,loc43_template_mean_db,loc43_template_std_db
2_1_23_11_2_16.bin,16,23,43,0.13897194681029376,0.1376964601711552,6.143406305039141,6.362613008931716,-2.0,-27.185884671201215,1.051540393836608,-22.849714724141258,7.097836364635062,-24.64066361784388,7.763584937258368
2_1_23_11_2_16.bin,16,23,43,0.13897194681029376,0.1376964601711552,6.143406305039141,6.362613008931716,-1.75,-21.63759814253608,2.361578053871865,-17.979892923001852,4.140884699580852,-16.947102014650277,3.0532174027967223
2_1_23_11_2_16.bin,16,23,43,0.13897194681029376,0.1376964601711552,6.143406305039141,6.362613008931716,-1.5,-16.758301810917857,0.8417930582785396,-18.415683151322625,5.102464442952787,-15.706911982324485,5.292702595388728
2_1_23_11_2_16.bin,16,23,43,0.13897194681029376,0.1376964601711552,6.143406305039141,6.362613008931716,-1.25,-16.47275387527456,0.6910573685370943,-19.96210707216144,7.201066407685206,-17.519312219775635,7.716600266023284
2_1_23_11_2_16.bin,16,23,43,0.13897194681029376,0.1376964601711552,6.143406305039141,6.362613008931716,-1.0,-23.80767220926461,3.3908426869282287,-15.887644390756714,8.461804109258498,-16.34682608831988,8.504208485925316
2_1_23_11_2_16.bin,16,23,43,0.13897194681029376,0.1376964601711552,6.143406305039141,6.362613008931716,-0.75,-16.44968606587599,3.2722971283977214,-8.942323012270016,7.610324123039703,-9.090968475984209,5.995391296538707
2_1_23_11_2_16.bin,16,23,43,0.13897194681029376,0.1376964601711552,6.143406305039141,6.362613008931716,-0.5,-7.195372871280895,1.3490285550509318,-3.284722887809916,3.363933086060613,-3.1051483397374526,2.199882619874888
2_1_23_11_2_16.bin,16,23,43,0.13897194681029376,0.1376964601711552,6.143406305039141,6.362613008931716,-0.25,-2.7480130241252283,0.6957254357436409,-0.9498257655438076,1.3426719743357833,-0.7194039115778503,0.7528529987221342
2_1_23_11_2_16.bin,16,23,43,0.13897194681029376,0.1376964601711552,6.143406305039141,6.362613008931716,0.0,-0.5423163743069421,0.30371691216813335,-0.6031516852038156,0.728361819559963,-0.3500041037479502,0.6256762665493593
2_1_23_11_2_16.bin,16,23,43,0.13897194681029376,0.1376964601711552,6.143406305039141,6.362613008931716,0.25,-0.0024278201934547247,0.009402907176462237,-2.0706334459587405,2.0331686149078085,-1.850814932682913,1.7335130489593316
2_1_23_11_2_16.bin,16,23,43,0.13897194681029376,0.1376964601711552,6.143406305039141,6.362613008931716,0.5,-1.0493725109559116,0.3080296905201583,-5.933599115946911,4.41597448051648,-5.86970057739311,3.7219541434034853
2_1_23_11_2_16.bin,16,23,43,0.13897194681029376,0.1376964601711552,6.143406305039141,6.362613008931716,0.75,-3.9816299501901136,0.7021228051918494,-14.638152316631533,9.806669445531236,-15.322933538865092,9.063825128912876
2_1_23_11_2_16.bin,16,23,43,0.13897194681029376,0.1376964601711552,6.143406305039141,6.362613008931716,1.0,-10.008265650889287,1.5283380298568554,-20.053543093607463,7.387417809888088,-20.866471286608547,8.60599407299564
2_1_23_11_2_16.bin,16,23,43,0.13897194681029376,0.1376964601711552,6.143406305039141,6.362613008931716,1.25,-27.60555895290822,5.811423251851751,-19.156036552673463,5.646557899242703,-14.846829905582757,5.558354967385527
2_1_23_11_2_16.bin,16,23,43,0.13897194681029376,0.1376964601711552,6.143406305039141,6.362613008931716,1.5,-17.352222842666222,1.5583491967464085,-17.813348662490252,4.055751464514373,-14.557306023468566,5.286853660841879
2_1_23_11_2_16.bin,16,23,43,0.13897194681029376,0.1376964601711552,6.143406305039141,6.362613008931716,1.75,-14.80476107413732,0.28860211697753346,-24.01314543615155,9.539986425009012,-20.378199952744854,9.216723315915257
2_1_23_11_2_16.bin,16,23,43,0.13897194681029376,0.1376964601711552,6.143406305039141,6.362613008931716,2.0,-18.545053076171378,0.8866429546139772,-26.152910790233893,8.513656623667195,-25.755724113862243,7.137357682676982
