scenario_type,condition,severity,strength,method,target_coverage,selected_packets,actual_coverage,classification_risk,topology_mae_m,severe_error_rate
artificial_perturbation,amplitude_noise,level_3,0.25,Fixed fusion,0.2,26,0.203125,0.19230769230769232,0.7865384615384616,0.038461538461538464
artificial_perturbation,amplitude_noise,level_3,0.25,Fixed fusion,0.3,39,0.3046875,0.1794871794871795,0.8720512820512821,0.05128205128205128
artificial_perturbation,amplitude_noise,level_3,0.25,Fixed fusion,0.4,52,0.40625,0.17307692307692307,0.8496153846153848,0.038461538461538464
artificial_perturbation,amplitude_noise,level_3,0.25,Fixed fusion,0.5,64,0.5,0.234375,1.3276562500000002,0.046875
artificial_perturbation,amplitude_noise,level_3,0.25,Fixed fusion,0.6,77,0.6015625,0.2597402597402597,1.6744155844155846,0.06493506493506493
artificial_perturbation,amplitude_noise,level_3,0.25,Fixed fusion,0.7,90,0.703125,0.3111111111111111,1.9197777777777776,0.07777777777777778
artificial_perturbation,amplitude_noise,level_3,0.25,Fixed fusion,0.8,103,0.8046875,0.3300970873786408,1.940776699029126,0.07766990291262135
artificial_perturbation,amplitude_noise,level_3,0.25,Fixed fusion,0.9,116,0.90625,0.35344827586206895,2.13051724137931,0.08620689655172414
artificial_perturbation,amplitude_noise,level_3,0.25,Fixed fusion,1.0,128,1.0,0.390625,2.2724999999999995,0.0859375
artificial_perturbation,amplitude_noise,level_3,0.25,Gated ACO,0.1,13,0.1015625,0.0,0.0,0.0
artificial_perturbation,amplitude_noise,level_3,0.25,Gated ACO,0.2,26,0.203125,0.07692307692307693,0.26076923076923075,0.0
artificial_perturbation,amplitude_noise,level_3,0.25,Gated ACO,0.3,39,0.3046875,0.15384615384615385,0.7851282051282052,0.05128205128205128
artificial_perturbation,amplitude_noise,level_3,0.25,Gated ACO,0.4,52,0.40625,0.23076923076923078,1.3101923076923079,0.057692307692307696
artificial_perturbation,amplitude_noise,level_3,0.25,Gated ACO,0.5,64,0.5,0.28125,1.3293750000000002,0.046875
artificial_perturbation,amplitude_noise,level_3,0.25,Gated ACO,0.6,77,0.6015625,0.3116883116883117,1.6303896103896107,0.05194805194805195
artificial_perturbation,amplitude_noise,level_3,0.25,Gated ACO,0.7,90,0.703125,0.3333333333333333,2.072888888888889,0.07777777777777778
artificial_perturbation,amplitude_noise,level_3,0.25,Gated ACO,0.8,103,0.8046875,0.3592233009708738,2.236990291262136,0.07766990291262135
artificial_perturbation,amplitude_noise,level_3,0.25,Gated ACO,0.9,116,0.90625,0.4051724137931034,2.511379310344827,0.08620689655172414
artificial_perturbation,amplitude_noise,level_3,0.25,Gated ACO,1.0,128,1.0,0.4375,2.8021874999999996,0.1015625
artificial_perturbation,amplitude_noise,level_4,0.5,LDA,0.1,13,0.1015625,0.0,0.0,0.0
artificial_perturbation,amplitude_noise,level_4,0.5,LDA,0.2,26,0.203125,0.2692307692307692,2.0819230769230774,0.07692307692307693
artificial_perturbation,amplitude_noise,level_4,0.5,LDA,0.3,39,0.3046875,0.38461538461538464,3.0451282051282056,0.10256410256410256
artificial_perturbation,amplitude_noise,level_4,0.5,LDA,0.4,52,0.40625,0.46153846153846156,3.387884615384616,0.11538461538461539
artificial_perturbation,amplitude_noise,level_4,0.5,LDA,0.5,64,0.5,0.5,4.1264062500000005,0.171875
artificial_perturbation,amplitude_noise,level_4,0.5,LDA,0.6,77,0.6015625,0.5454545454545454,4.095844155844157,0.16883116883116883
artificial_perturbation,amplitude_noise,level_4,0.5,LDA,0.7,90,0.703125,0.5777777777777777,4.407,0.18888888888888888
artificial_perturbation,amplitude_noise,level_4,0.5,LDA,0.8,103,0.8046875,0.6213592233009708,4.834951456310678,0.20388349514563106
artificial_perturbation,amplitude_noise,level_4,0.5,LDA,0.9,116,0.90625,0.6551724137931034,5.0491379310344815,0.22413793103448276
artificial_perturbation,amplitude_noise,level_4,0.5,LDA,1.0,128,1.0,0.6640625,5.155859374999998,0.2421875
artificial_perturbation,amplitude_noise,level_4,0.5,Fixed fusion,0.1,13,0.1015625,0.23076923076923078,2.3469230769230767,0.07692307692307693
artificial_perturbation,amplitude_noise,level_4,0.5,Fixed fusion,0.2,26,0.203125,0.34615384615384615,3.394230769230769,0.15384615384615385
artificial_perturbation,amplitude_noise,level_4,0.5,Fixed fusion,0.3,39,0.3046875,0.38461538461538464,3.8246153846153854,0.1794871794871795
artificial_perturbation,amplitude_noise,level_4,0.5,Fixed fusion,0.4,52,0.40625,0.46153846153846156,4.172307692307692,0.19230769230769232
artificial_perturbation,amplitude_noise,level_4,0.5,Fixed fusion,0.5,64,0.5,0.5,4.346874999999999,0.1875
artificial_perturbation,amplitude_noise,level_4,0.5,Fixed fusion,0.6,77,0.6015625,0.5194805194805194,4.40116883116883,0.2077922077922078
artificial_perturbation,amplitude_noise,level_4,0.5,Fixed fusion,0.7,90,0.703125,0.5555555555555556,4.592888888888887,0.2111111111111111
artificial_perturbation,amplitude_noise,level_4,0.5,Fixed fusion,0.8,103,0.8046875,0.5825242718446602,4.800970873786406,0.21359223300970873
artificial_perturbation,amplitude_noise,level_4,0.5,Fixed fusion,0.9,116,0.90625,0.5948275862068966,4.583448275862067,0.19827586206896552
artificial_perturbation,amplitude_noise,level_4,0.5,Fixed fusion,1.0,128,1.0,0.59375,4.549296874999998,0.203125
artificial_perturbation,amplitude_noise,level_4,0.5,Gated ACO,0.1,13,0.1015625,0.0,0.0,0.0
artificial_perturbation,amplitude_noise,level_4,0.5,Gated ACO,0.2,26,0.203125,0.2692307692307692,2.0819230769230774,0.07692307692307693
artificial_perturbation,amplitude_noise,level_4,0.5,Gated ACO,0.3,39,0.3046875,0.38461538461538464,3.0451282051282056,0.10256410256410256
artificial_perturbation,amplitude_noise,level_4,0.5,Gated ACO,0.4,52,0.40625,0.46153846153846156,3.387884615384616,0.11538461538461539
artificial_perturbation,amplitude_noise,level_4,0.5,Gated ACO,0.5,64,0.5,0.5,4.1264062500000005,0.171875
artificial_perturbation,amplitude_noise,level_4,0.5,Gated ACO,0.6,77,0.6015625,0.5454545454545454,4.095844155844157,0.16883116883116883
artificial_perturbation,amplitude_noise,level_4,0.5,Gated ACO,0.7,90,0.703125,0.5777777777777777,4.407,0.18888888888888888
artificial_perturbation,amplitude_noise,level_4,0.5,Gated ACO,0.8,103,0.8046875,0.6213592233009708,4.802038834951455,0.20388349514563106
artificial_perturbation,amplitude_noise,level_4,0.5,Gated ACO,0.9,116,0.90625,0.6637931034482759,5.134913793103447,0.23275862068965517
artificial_perturbation,amplitude_noise,level_4,0.5,Gated ACO,1.0,128,1.0,0.671875,5.102890624999998,0.234375
artificial_perturbation,amplitude_noise,level_5,1.0,LDA,0.1,13,0.1015625,0.46153846153846156,1.5730769230769233,0.0
artificial_perturbation,amplitude_noise,level_5,1.0,LDA,0.2,26,0.203125,0.4230769230769231,3.5119230769230776,0.11538461538461539
artificial_perturbation,amplitude_noise,level_5,1.0,LDA,0.3,39,0.3046875,0.5641025641025641,5.994871794871794,0.2564102564102564
artificial_perturbation,amplitude_noise,level_5,1.0,LDA,0.4,52,0.40625,0.6730769230769231,8.138461538461536,0.3269230769230769
artificial_perturbation,amplitude_noise,level_5,1.0,LDA,0.5,64,0.5,0.703125,8.620156249999997,0.390625
artificial_perturbation,amplitude_noise,level_5,1.0,LDA,0.6,77,0.6015625,0.7532467532467533,9.360389610389605,0.44155844155844154
artificial_perturbation,amplitude_noise,level_5,1.0,LDA,0.7,90,0.703125,0.7888888888888889,10.268333333333327,0.4888888888888889
artificial_perturbation,amplitude_noise,level_5,1.0,LDA,0.8,103,0.8046875,0.8155339805825242,10.908834951456303,0.5339805825242718
artificial_perturbation,amplitude_noise,level_5,1.0,LDA,0.9,116,0.90625,0.8362068965517241,11.056034482758617,0.5431034482758621
artificial_perturbation,amplitude_noise,level_5,1.0,LDA,1.0,128,1.0,0.8359375,10.656015624999995,0.5234375
artificial_perturbation,amplitude_noise,level_5,1.0,Fixed fusion,0.1,13,0.1015625,0.38461538461538464,5.4676923076923085,0.23076923076923078
artificial_perturbation,amplitude_noise,level_5,1.0,Fixed fusion,0.2,26,0.203125,0.5384615384615384,8.735769230769233,0.3076923076923077
artificial_perturbation,amplitude_noise,level_5,1.0,Fixed fusion,0.3,39,0.3046875,0.6153846153846154,9.205384615384615,0.41025641025641024
artificial_perturbation,amplitude_noise,level_5,1.0,Fixed fusion,0.4,52,0.40625,0.6730769230769231,9.375,0.4423076923076923
artificial_perturbation,amplitude_noise,level_5,1.0,Fixed fusion,0.5,64,0.5,0.71875,9.520625,0.453125
artificial_perturbation,amplitude_noise,level_5,1.0,Fixed fusion,0.6,77,0.6015625,0.7532467532467533,9.70974025974026,0.4805194805194805
artificial_perturbation,amplitude_noise,level_5,1.0,Fixed fusion,0.7,90,0.703125,0.7555555555555555,9.999777777777778,0.4888888888888889
artificial_perturbation,amplitude_noise,level_5,1.0,Fixed fusion,0.8,103,0.8046875,0.7766990291262136,10.446990291262134,0.5145631067961165
artificial_perturbation,amplitude_noise,level_5,1.0,Fixed fusion,0.9,116,0.90625,0.8017241379310345,10.62146551724138,0.5172413793103449
artificial_perturbation,amplitude_noise,level_5,1.0,Fixed fusion,1.0,128,1.0,0.8203125,10.710703125,0.5234375
artificial_perturbation,amplitude_noise,level_5,1.0,Gated ACO,0.1,13,0.1015625,0.46153846153846156,1.5730769230769233,0.0
artificial_perturbation,amplitude_noise,level_5,1.0,Gated ACO,0.2,26,0.203125,0.4230769230769231,3.5119230769230776,0.11538461538461539
artificial_perturbation,amplitude_noise,level_5,1.0,Gated ACO,0.3,39,0.3046875,0.5641025641025641,5.994871794871794,0.2564102564102564
artificial_perturbation,amplitude_noise,level_5,1.0,Gated ACO,0.4,52,0.40625,0.6730769230769231,8.138461538461536,0.3269230769230769
artificial_perturbation,amplitude_noise,level_5,1.0,Gated ACO,0.5,64,0.5,0.703125,8.620156249999997,0.390625
artificial_perturbation,amplitude_noise,level_5,1.0,Gated ACO,0.6,77,0.6015625,0.7532467532467533,9.360389610389605,0.44155844155844154
artificial_perturbation,amplitude_noise,level_5,1.0,Gated ACO,0.7,90,0.703125,0.7888888888888889,10.268333333333327,0.4888888888888889
artificial_perturbation,amplitude_noise,level_5,1.0,Gated ACO,0.8,103,0.8046875,0.8155339805825242,11.104174757281546,0.5339805825242718
artificial_perturbation,amplitude_noise,level_5,1.0,Gated ACO,0.9,116,0.90625,0.8189655172413793,10.968362068965513,0.5344827586206896
artificial_perturbation,amplitude_noise,level_5,1.0,Gated ACO,1.0,128,1.0,0.8359375,10.708124999999994,0.515625
artificial_perturbation,cfo_shift,clean,0.0,LDA,0.1,13,0.1015625,0.0,0.0,0.0
artificial_perturbation,cfo_shift,clean,0.0,LDA,0.2,26,0.203125,0.0,0.0,0.0
artificial_perturbation,cfo_shift,clean,0.0,LDA,0.3,39,0.3046875,0.0,0.0,0.0
artificial_perturbation,cfo_shift,clean,0.0,LDA,0.4,52,0.40625,0.0,0.0,0.0
artificial_perturbation,cfo_shift,clean,0.0,LDA,0.5,64,0.5,0.0,0.0,0.0
artificial_perturbation,cfo_shift,clean,0.0,LDA,0.6,77,0.6015625,0.012987012987012988,0.04402597402597403,0.0
artificial_perturbation,cfo_shift,clean,0.0,LDA,0.7,90,0.703125,0.022222222222222223,0.07533333333333335,0.0
artificial_perturbation,cfo_shift,clean,0.0,LDA,0.8,103,0.8046875,0.019417475728155338,0.06582524271844661,0.0
artificial_perturbation,cfo_shift,clean,0.0,LDA,0.9,116,0.90625,0.05172413793103448,0.23189655172413798,0.0
artificial_perturbation,cfo_shift,clean,0.0,LDA,1.0,128,1.0,0.0625,0.31523437500000007,0.0078125
artificial_perturbation,cfo_shift,clean,0.0,Fixed fusion,0.1,13,0.1015625,0.0,0.0,0.0
artificial_perturbation,cfo_shift,clean,0.0,Fixed fusion,0.2,26,0.203125,0.0,0.0,0.0
artificial_perturbation,cfo_shift,clean,0.0,Fixed fusion,0.3,39,0.3046875,0.0,0.0,0.0
artificial_perturbation,cfo_shift,clean,0.0,Fixed fusion,0.4,52,0.40625,0.0,0.0,0.0
artificial_perturbation,cfo_shift,clean,0.0,Fixed fusion,0.5,64,0.5,0.0,0.0,0.0
artificial_perturbation,cfo_shift,clean,0.0,Fixed fusion,0.6,77,0.6015625,0.012987012987012988,0.04402597402597403,0.0
artificial_perturbation,cfo_shift,clean,0.0,Fixed fusion,0.7,90,0.703125,0.022222222222222223,0.07533333333333335,0.0
artificial_perturbation,cfo_shift,clean,0.0,Fixed fusion,0.8,103,0.8046875,0.019417475728155338,0.06582524271844661,0.0
artificial_perturbation,cfo_shift,clean,0.0,Fixed fusion,0.9,116,0.90625,0.04310344827586207,0.23189655172413795,0.008620689655172414
artificial_perturbation,cfo_shift,clean,0.0,Fixed fusion,1.0,128,1.0,0.0625,0.3664843750000001,0.0078125
artificial_perturbation,cfo_shift,clean,0.0,Gated ACO,0.1,13,0.1015625,0.0,0.0,0.0
artificial_perturbation,cfo_shift,clean,0.0,Gated ACO,0.2,26,0.203125,0.0,0.0,0.0
artificial_perturbation,cfo_shift,clean,0.0,Gated ACO,0.3,39,0.3046875,0.0,0.0,0.0
artificial_perturbation,cfo_shift,clean,0.0,Gated ACO,0.4,52,0.40625,0.0,0.0,0.0
artificial_perturbation,cfo_shift,clean,0.0,Gated ACO,0.5,64,0.5,0.0,0.0,0.0
artificial_perturbation,cfo_shift,clean,0.0,Gated ACO,0.6,77,0.6015625,0.012987012987012988,0.04402597402597403,0.0
artificial_perturbation,cfo_shift,clean,0.0,Gated ACO,0.7,90,0.703125,0.022222222222222223,0.07533333333333335,0.0
artificial_perturbation,cfo_shift,clean,0.0,Gated ACO,0.8,103,0.8046875,0.019417475728155338,0.06582524271844661,0.0
artificial_perturbation,cfo_shift,clean,0.0,Gated ACO,0.9,116,0.90625,0.05172413793103448,0.23189655172413798,0.0
artificial_perturbation,cfo_shift,clean,0.0,Gated ACO,1.0,128,1.0,0.0625,0.31523437500000007,0.0078125
artificial_perturbation,cfo_shift,level_1,0.25,LDA,0.1,13,0.1015625,0.07692307692307693,0.2607692307692308,0.0
artificial_perturbation,cfo_shift,level_1,0.25,LDA,0.2,26,0.203125,0.038461538461538464,0.1303846153846154,0.0
artificial_perturbation,cfo_shift,level_1,0.25,LDA,0.3,39,0.3046875,0.02564102564102564,0.08692307692307694,0.0
artificial_perturbation,cfo_shift,level_1,0.25,LDA,0.4,52,0.40625,0.038461538461538464,0.1303846153846154,0.0
artificial_perturbation,cfo_shift,level_1,0.25,LDA,0.5,64,0.5,0.03125,0.10593750000000002,0.0
artificial_perturbation,cfo_shift,level_1,0.25,LDA,0.6,77,0.6015625,0.03896103896103896,0.1320779220779221,0.0
artificial_perturbation,cfo_shift,level_1,0.25,LDA,0.7,90,0.703125,0.044444444444444446,0.1506666666666667,0.0
artificial_perturbation,cfo_shift,level_1,0.25,LDA,0.8,103,0.8046875,0.06796116504854369,0.23038834951456313,0.0
artificial_perturbation,cfo_shift,level_1,0.25,LDA,0.9,116,0.90625,0.09482758620689655,0.4355172413793104,0.008620689655172414
artificial_perturbation,cfo_shift,level_1,0.25,LDA,1.0,128,1.0,0.09375,0.4211718750000001,0.0078125
artificial_perturbation,cfo_shift,level_1,0.25,Fixed fusion,0.1,13,0.1015625,0.0,0.0,0.0
artificial_perturbation,cfo_shift,level_1,0.25,Fixed fusion,0.2,26,0.203125,0.07692307692307693,0.2565384615384616,0.0
artificial_perturbation,cfo_shift,level_1,0.25,Fixed fusion,0.3,39,0.3046875,0.05128205128205128,0.17102564102564108,0.0
artificial_perturbation,cfo_shift,level_1,0.25,Fixed fusion,0.4,52,0.40625,0.038461538461538464,0.1282692307692308,0.0
artificial_perturbation,cfo_shift,level_1,0.25,Fixed fusion,0.5,64,0.5,0.046875,0.15718750000000004,0.0
artificial_perturbation,cfo_shift,level_1,0.25,Fixed fusion,0.6,77,0.6015625,0.05194805194805195,0.1746753246753247,0.0
artificial_perturbation,cfo_shift,level_1,0.25,Fixed fusion,0.7,90,0.703125,0.05555555555555555,0.18711111111111114,0.0
artificial_perturbation,cfo_shift,level_1,0.25,Fixed fusion,0.8,103,0.8046875,0.07766990291262135,0.2940776699029127,0.0
artificial_perturbation,cfo_shift,level_1,0.25,Fixed fusion,0.9,116,0.90625,0.08620689655172414,0.37706896551724145,0.008620689655172414
artificial_perturbation,cfo_shift,level_1,0.25,Fixed fusion,1.0,128,1.0,0.1171875,0.5501562500000001,0.0078125
artificial_perturbation,cfo_shift,level_1,0.25,Gated ACO,0.1,13,0.1015625,0.07692307692307693,0.2607692307692308,0.0
artificial_perturbation,cfo_shift,level_1,0.25,Gated ACO,0.2,26,0.203125,0.038461538461538464,0.1303846153846154,0.0
artificial_perturbation,cfo_shift,level_1,0.25,Gated ACO,0.3,39,0.3046875,0.02564102564102564,0.08692307692307694,0.0
artificial_perturbation,cfo_shift,level_1,0.25,Gated ACO,0.4,52,0.40625,0.038461538461538464,0.1303846153846154,0.0
artificial_perturbation,cfo_shift,level_1,0.25,Gated ACO,0.5,64,0.5,0.03125,0.10593750000000002,0.0
artificial_perturbation,cfo_shift,level_1,0.25,Gated ACO,0.6,77,0.6015625,0.03896103896103896,0.1320779220779221,0.0
artificial_perturbation,cfo_shift,level_1,0.25,Gated ACO,0.7,90,0.703125,0.044444444444444446,0.1506666666666667,0.0
artificial_perturbation,cfo_shift,level_1,0.25,Gated ACO,0.8,103,0.8046875,0.06796116504854369,0.23038834951456313,0.0
artificial_perturbation,cfo_shift,level_1,0.25,Gated ACO,0.9,116,0.90625,0.09482758620689655,0.4355172413793104,0.008620689655172414
artificial_perturbation,cfo_shift,level_1,0.25,Gated ACO,1.0,128,1.0,0.109375,0.4732812500000001,0.0078125
artificial_perturbation,cfo_shift,level_2,0.5,LDA,0.1,13,0.1015625,0.07692307692307693,0.2607692307692308,0.0
artificial_perturbation,cfo_shift,level_2,0.5,LDA,0.2,26,0.203125,0.038461538461538464,0.1303846153846154,0.0
artificial_perturbation,cfo_shift,level_2,0.5,LDA,0.3,39,0.3046875,0.05128205128205128,0.17384615384615387,0.0
artificial_perturbation,cfo_shift,level_2,0.5,LDA,0.4,52,0.40625,0.038461538461538464,0.1303846153846154,0.0
artificial_perturbation,cfo_shift,level_2,0.5,LDA,0.5,64,0.5,0.03125,0.10593750000000002,0.0
artificial_perturbation,cfo_shift,level_2,0.5,LDA,0.6,77,0.6015625,0.03896103896103896,0.1320779220779221,0.0
artificial_perturbation,cfo_shift,level_2,0.5,LDA,0.7,90,0.703125,0.044444444444444446,0.1506666666666667,0.0
artificial_perturbation,cfo_shift,level_2,0.5,LDA,0.8,103,0.8046875,0.08737864077669903,0.32699029126213597,0.0
artificial_perturbation,cfo_shift,level_2,0.5,LDA,0.9,116,0.90625,0.13793103448275862,0.636293103448276,0.008620689655172414
artificial_perturbation,cfo_shift,level_2,0.5,LDA,1.0,128,1.0,0.1640625,0.7603125000000002,0.0078125
artificial_perturbation,cfo_shift,level_2,0.5,Fixed fusion,0.1,13,0.1015625,0.0,0.0,0.0
artificial_perturbation,cfo_shift,level_2,0.5,Fixed fusion,0.2,26,0.203125,0.07692307692307693,0.2607692307692308,0.0
artificial_perturbation,cfo_shift,level_2,0.5,Fixed fusion,0.3,39,0.3046875,0.07692307692307693,0.257948717948718,0.0
artificial_perturbation,cfo_shift,level_2,0.5,Fixed fusion,0.4,52,0.40625,0.057692307692307696,0.19346153846153852,0.0
artificial_perturbation,cfo_shift,level_2,0.5,Fixed fusion,0.5,64,0.5,0.046875,0.15718750000000004,0.0
artificial_perturbation,cfo_shift,level_2,0.5,Fixed fusion,0.6,77,0.6015625,0.05194805194805195,0.1746753246753247,0.0
artificial_perturbation,cfo_shift,level_2,0.5,Fixed fusion,0.7,90,0.703125,0.05555555555555555,0.18711111111111114,0.0
artificial_perturbation,cfo_shift,level_2,0.5,Fixed fusion,0.8,103,0.8046875,0.08737864077669903,0.3917475728155341,0.009708737864077669
artificial_perturbation,cfo_shift,level_2,0.5,Fixed fusion,0.9,116,0.90625,0.11206896551724138,0.49301724137931047,0.008620689655172414
artificial_perturbation,cfo_shift,level_2,0.5,Fixed fusion,1.0,128,1.0,0.1484375,0.6560937500000001,0.0078125
artificial_perturbation,cfo_shift,level_2,0.5,Gated ACO,0.1,13,0.1015625,0.07692307692307693,0.2607692307692308,0.0
artificial_perturbation,cfo_shift,level_2,0.5,Gated ACO,0.2,26,0.203125,0.038461538461538464,0.1303846153846154,0.0
artificial_perturbation,cfo_shift,level_2,0.5,Gated ACO,0.3,39,0.3046875,0.05128205128205128,0.17384615384615387,0.0
artificial_perturbation,cfo_shift,level_2,0.5,Gated ACO,0.4,52,0.40625,0.038461538461538464,0.1303846153846154,0.0
artificial_perturbation,cfo_shift,level_2,0.5,Gated ACO,0.5,64,0.5,0.03125,0.10593750000000002,0.0
artificial_perturbation,cfo_shift,level_2,0.5,Gated ACO,0.6,77,0.6015625,0.03896103896103896,0.1320779220779221,0.0
artificial_perturbation,cfo_shift,level_2,0.5,Gated ACO,0.7,90,0.703125,0.044444444444444446,0.1506666666666667,0.0
artificial_perturbation,cfo_shift,level_2,0.5,Gated ACO,0.8,103,0.8046875,0.0970873786407767,0.3917475728155341,0.0
artificial_perturbation,cfo_shift,level_2,0.5,Gated ACO,0.9,116,0.90625,0.13793103448275862,0.636293103448276,0.008620689655172414
artificial_perturbation,cfo_shift,level_2,0.5,Gated ACO,1.0,128,1.0,0.1796875,0.8124218750000002,0.0078125
artificial_perturbation,cfo_shift,level_3,1.0,LDA,0.1,13,0.1015625,0.07692307692307693,0.2607692307692308,0.0
artificial_perturbation,cfo_shift,level_3,1.0,LDA,0.2,26,0.203125,0.15384615384615385,0.6476923076923078,0.0
artificial_perturbation,cfo_shift,level_3,1.0,LDA,0.3,39,0.3046875,0.1282051282051282,0.515897435897436,0.0
artificial_perturbation,cfo_shift,level_3,1.0,LDA,0.4,52,0.40625,0.11538461538461539,0.4500000000000001,0.0
artificial_perturbation,cfo_shift,level_3,1.0,LDA,0.5,64,0.5,0.109375,0.4185937500000001,0.0
artificial_perturbation,cfo_shift,level_3,1.0,LDA,0.6,77,0.6015625,0.12987012987012986,0.5211688311688313,0.0
artificial_perturbation,cfo_shift,level_3,1.0,LDA,0.7,90,0.703125,0.14444444444444443,0.6317777777777779,0.0
artificial_perturbation,cfo_shift,level_3,1.0,LDA,0.8,103,0.8046875,0.1650485436893204,0.7473786407766992,0.0
artificial_perturbation,cfo_shift,level_3,1.0,LDA,0.9,116,0.90625,0.1810344827586207,0.8945689655172416,0.008620689655172414
artificial_perturbation,cfo_shift,level_3,1.0,LDA,1.0,128,1.0,0.2265625,1.2028125000000003,0.03125
artificial_perturbation,cfo_shift,level_3,1.0,Fixed fusion,0.1,13,0.1015625,0.07692307692307693,0.2607692307692308,0.0
artificial_perturbation,cfo_shift,level_3,1.0,Fixed fusion,0.2,26,0.203125,0.11538461538461539,0.38692307692307704,0.0
artificial_perturbation,cfo_shift,level_3,1.0,Fixed fusion,0.3,39,0.3046875,0.1282051282051282,0.4289743589743591,0.0
artificial_perturbation,cfo_shift,level_3,1.0,Fixed fusion,0.4,52,0.40625,0.09615384615384616,0.3217307692307693,0.0
artificial_perturbation,cfo_shift,level_3,1.0,Fixed fusion,0.5,64,0.5,0.078125,0.26140625000000006,0.0
artificial_perturbation,cfo_shift,level_3,1.0,Fixed fusion,0.6,77,0.6015625,0.09090909090909091,0.3053246753246754,0.0
artificial_perturbation,cfo_shift,level_3,1.0,Fixed fusion,0.7,90,0.703125,0.08888888888888889,0.29766666666666675,0.0
artificial_perturbation,cfo_shift,level_3,1.0,Fixed fusion,0.8,103,0.8046875,0.11650485436893204,0.5212621359223302,0.009708737864077669
artificial_perturbation,cfo_shift,level_3,1.0,Fixed fusion,0.9,116,0.90625,0.14655172413793102,0.693793103448276,0.008620689655172414
artificial_perturbation,cfo_shift,level_3,1.0,Fixed fusion,1.0,128,1.0,0.203125,1.0208593750000001,0.0078125
artificial_perturbation,cfo_shift,level_3,1.0,Gated ACO,0.1,13,0.1015625,0.07692307692307693,0.2607692307692308,0.0
artificial_perturbation,cfo_shift,level_3,1.0,Gated ACO,0.2,26,0.203125,0.15384615384615385,0.6476923076923078,0.0
artificial_perturbation,cfo_shift,level_3,1.0,Gated ACO,0.3,39,0.3046875,0.1282051282051282,0.515897435897436,0.0
artificial_perturbation,cfo_shift,level_3,1.0,Gated ACO,0.4,52,0.40625,0.11538461538461539,0.4500000000000001,0.0
artificial_perturbation,cfo_shift,level_3,1.0,Gated ACO,0.5,64,0.5,0.109375,0.4185937500000001,0.0
artificial_perturbation,cfo_shift,level_3,1.0,Gated ACO,0.6,77,0.6015625,0.12987012987012986,0.5211688311688313,0.0
artificial_perturbation,cfo_shift,level_3,1.0,Gated ACO,0.7,90,0.703125,0.14444444444444443,0.6317777777777779,0.0
artificial_perturbation,cfo_shift,level_3,1.0,Gated ACO,0.8,103,0.8046875,0.1553398058252427,0.6826213592233011,0.0
artificial_perturbation,cfo_shift,level_3,1.0,Gated ACO,0.9,116,0.90625,0.1724137931034483,0.8370689655172415,0.008620689655172414
artificial_perturbation,cfo_shift,level_3,1.0,Gated ACO,1.0,128,1.0,0.2265625,1.1242187500000003,0.0234375
artificial_perturbation,segment_anomaly,clean,0.0,LDA,0.1,13,0.1015625,0.0,0.0,0.0
artificial_perturbation,segment_anomaly,clean,0.0,LDA,0.2,26,0.203125,0.0,0.0,0.0
artificial_perturbation,segment_anomaly,clean,0.0,LDA,0.3,39,0.3046875,0.0,0.0,0.0
artificial_perturbation,segment_anomaly,clean,0.0,LDA,0.4,52,0.40625,0.0,0.0,0.0
artificial_perturbation,segment_anomaly,clean,0.0,LDA,0.5,64,0.5,0.0,0.0,0.0
artificial_perturbation,segment_anomaly,clean,0.0,LDA,0.6,77,0.6015625,0.012987012987012988,0.04402597402597403,0.0
artificial_perturbation,segment_anomaly,clean,0.0,LDA,0.7,90,0.703125,0.022222222222222223,0.07533333333333335,0.0
artificial_perturbation,segment_anomaly,clean,0.0,LDA,0.8,103,0.8046875,0.019417475728155338,0.06582524271844661,0.0
artificial_perturbation,segment_anomaly,clean,0.0,LDA,0.9,116,0.90625,0.05172413793103448,0.23189655172413798,0.0
artificial_perturbation,segment_anomaly,clean,0.0,LDA,1.0,128,1.0,0.0625,0.31523437500000007,0.0078125
artificial_perturbation,segment_anomaly,clean,0.0,Fixed fusion,0.1,13,0.1015625,0.0,0.0,0.0
artificial_perturbation,segment_anomaly,clean,0.0,Fixed fusion,0.2,26,0.203125,0.0,0.0,0.0
artificial_perturbation,segment_anomaly,clean,0.0,Fixed fusion,0.3,39,0.3046875,0.0,0.0,0.0
artificial_perturbation,segment_anomaly,clean,0.0,Fixed fusion,0.4,52,0.40625,0.0,0.0,0.0
artificial_perturbation,segment_anomaly,clean,0.0,Fixed fusion,0.5,64,0.5,0.0,0.0,0.0
artificial_perturbation,segment_anomaly,clean,0.0,Fixed fusion,0.6,77,0.6015625,0.012987012987012988,0.04402597402597403,0.0
artificial_perturbation,segment_anomaly,clean,0.0,Fixed fusion,0.7,90,0.703125,0.022222222222222223,0.07533333333333335,0.0
artificial_perturbation,segment_anomaly,clean,0.0,Fixed fusion,0.8,103,0.8046875,0.019417475728155338,0.06582524271844661,0.0
artificial_perturbation,segment_anomaly,clean,0.0,Fixed fusion,0.9,116,0.90625,0.04310344827586207,0.23189655172413795,0.008620689655172414
artificial_perturbation,segment_anomaly,clean,0.0,Fixed fusion,1.0,128,1.0,0.0625,0.3664843750000001,0.0078125
artificial_perturbation,segment_anomaly,clean,0.0,Gated ACO,0.1,13,0.1015625,0.0,0.0,0.0
