distance_metric,correlation_method,point_count,pair_count,correlation,mantel_p_one_sided_positive,mantel_p_two_sided_abs,null_mean,null_q025,null_q975
mag_cosine_distance,spearman,15,105,0.1057744142649803,0.208979102089791,0.5827417258274172,-0.032840537010160126,-0.3037943188886585,0.3294318888658511
mag_cosine_distance,pearson,15,105,0.10640715637079506,0.24687531246875313,0.6912308769123088,-0.019181986898940653,-0.22334318472963316,0.3523937672464345
rel_db_pearson_distance,spearman,15,105,0.007339829981339415,0.407959204079592,0.9666033396660334,-0.011114602944225787,-0.2600456147625959,0.33993365125440594
rel_db_pearson_distance,pearson,15,105,-0.03193745790575808,0.5371462853714628,0.8361163883611639,0.010518506183004388,-0.2210464130660074,0.4242987960537952
rel_db_euclidean_distance,spearman,15,105,0.1317022600041468,0.1591840815918408,0.43145685431456854,-0.0282226352892388,-0.26658718639850715,0.30170018660584697
rel_db_euclidean_distance,pearson,15,105,0.13713832241431292,0.1496850314968503,0.3631636836316368,-0.01170577890260221,-0.25583194974853785,0.3374587772480124
