file_name,lab_name,experiment_id,corridor_id,position_id,tx_power_dbm,filename_sf,filename_tx_power_dbm,filename_preamble_len,header_packet_counter,packet_avg_power_db,preamble_peak_to_residual_db,preamble_peak_width_3db_bins_avg,preamble_peak_mag_bin_-8,preamble_peak_mag_bin_-7,preamble_peak_mag_bin_-6,preamble_peak_mag_bin_-5,preamble_peak_mag_bin_-4,preamble_peak_mag_bin_-3,preamble_peak_mag_bin_-2,preamble_peak_mag_bin_-1,preamble_peak_mag_bin_+0,preamble_peak_mag_bin_+1,preamble_peak_mag_bin_+2,preamble_peak_mag_bin_+3,preamble_peak_mag_bin_+4,preamble_peak_mag_bin_+5,preamble_peak_mag_bin_+6,preamble_peak_mag_bin_+7,preamble_peak_mag_bin_+8
1_0_10_12_6_16.bin,lab1-SF12-TP6,1,0,10,6,12,6,16,,-17.2153683,1.14591539,1.33400488,0.0282006096,0.0718918741,0.0428979956,0.0928306505,0.0706046522,0.137336388,0.146555826,0.308473676,1,0.672186911,0.249427423,0.154160291,0.111636125,0.0875325575,0.0724030137,0.0613031127,0.0535180233
1_0_10_12_6_16.bin,lab1-SF12-TP6,1,0,10,6,12,6,16,,-17.3803581,4.84258366,0.876835048,0.0173989497,0.054302264,0.0275881812,0.0695380643,0.0480813868,0.102991596,0.105785348,0.238742918,1,0.400866657,0.164862424,0.10437905,0.076628074,0.0605676025,0.0499250367,0.0426696278,0.037161883
1_0_10_12_6_16.bin,lab1-SF12-TP6,1,0,10,6,12,6,16,,-17.1346342,0.912945569,1.38203526,0.0289881341,0.0733341798,0.0437444672,0.0944332927,0.0721531436,0.139660716,0.148958385,0.312713265,1,0.694326282,0.25565964,0.157158002,0.11390914,0.0891420618,0.0736538023,0.0622262023,0.0544300973
1_0_10_12_6_16.bin,lab1-SF12-TP6,1,0,10,6,12,6,16,,-17.1636065,-0.39205575,1.64167356,0.0326427966,0.0808387101,0.0489984415,0.103855431,0.0798440501,0.153067276,0.163072616,0.336514056,1,0.832645535,0.29228586,0.17768544,0.127695858,0.0998855382,0.082596533,0.069707185,0.060839735
1_0_10_12_6_16.bin,lab1-SF12-TP6,1,0,10,6,12,6,16,,-17.1002915,4.99507046,0.869953692,0.0169880185,0.0536629148,0.0270197168,0.0688337982,0.0469661504,0.101578258,0.104023419,0.236852646,1,0.393146098,0.162166402,0.102745645,0.0752104297,0.0593121909,0.0492988825,0.041924689,0.0367667526
1_0_10_12_6_16.bin,lab1-SF12-TP6,1,0,10,6,12,6,16,,-17.1186509,9.70281506,0.716172516,0.00570423156,0.0373057611,0.0111031933,0.0466089509,0.0233656541,0.0673181191,0.0595524758,0.157993361,1,0.205134273,0.0913209096,0.0589264408,0.043686334,0.0345565565,0.0289695617,0.0246262122,0.0215559769
1_0_10_12_6_16.bin,lab1-SF12-TP6,1,0,10,6,12,6,16,,-17.0827765,10.8553848,0.694682419,0.00418936135,0.0341071039,0.0082418276,0.0423649997,0.0184213053,0.0605143271,0.0501997285,0.14110744,1,0.173425779,0.0781523064,0.0506361239,0.0377187058,0.0301118307,0.0250051878,0.0214219727,0.0187715553
1_0_10_12_6_16.bin,lab1-SF12-TP6,1,0,10,6,12,6,16,,-17.1518615,10.7360306,0.696620345,0.00425140467,0.0344821922,0.0083134966,0.0426824056,0.0188392326,0.0615153164,0.0510914624,0.142973259,1,0.176154286,0.0793769509,0.0512660444,0.0380301848,0.0302313063,0.0252150632,0.021744784,0.0191387683
1_0_10_12_6_16.bin,lab1-SF12-TP6,1,0,10,6,12,6,16,,-17.1154772,11.5289898,0.684743822,0.00395466713,0.0324420556,0.00722008478,0.0399243869,0.0158411749,0.0569519214,0.0448115468,0.13218233,1,0.158051863,0.0714217052,0.0465005264,0.0345850177,0.0274331216,0.0229634456,0.0196027271,0.0172039103
1_0_10_12_6_16.bin,lab1-SF12-TP6,1,0,10,6,12,6,16,,-17.5303455,17.6147289,0.610296011,0.0209519845,0.00727047911,0.0235907678,0.00715075107,0.0284685269,0.0104486113,0.0422652066,0.0406227671,1,0.0428715348,0.0233592,0.0158391465,0.0119078327,0.00970119145,0.00806331821,0.00662748795,0.00592182204
