scope,source_csv,query_file,query_packet_index,true_location,predicted_location,reference_location,plot_index,rssi_plus_distance,posterior_probability,rank,is_top_k,is_true_location,is_rssi_plus_prediction,temperature_T,feature_columns
28points,v2_output/20260623_from_raw/step1_rssi_confusion_28packet_shared_pl_01/01_paired_packet_features_28points.csv,2_1_23_11_2_16.txt,16,23,23,16,1,5.30467997465593,2.5677063198999634e-05,27,False,False,False,0.5279073461706407,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
28points,v2_output/20260623_from_raw/step1_rssi_confusion_28packet_shared_pl_01/01_paired_packet_features_28points.csv,2_1_23_11_2_16.txt,16,23,23,18,2,3.9824449456540463,0.00031427570502253583,24,False,False,False,0.5279073461706407,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
28points,v2_output/20260623_from_raw/step1_rssi_confusion_28packet_shared_pl_01/01_paired_packet_features_28points.csv,2_1_23_11_2_16.txt,16,23,23,19,3,1.8066737677952927,0.019375654460964918,16,False,False,False,0.5279073461706407,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
28points,v2_output/20260623_from_raw/step1_rssi_confusion_28packet_shared_pl_01/01_paired_packet_features_28points.csv,2_1_23_11_2_16.txt,16,23,23,20,4,1.435746135039071,0.03912083183703825,9,False,False,False,0.5279073461706407,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
28points,v2_output/20260623_from_raw/step1_rssi_confusion_28packet_shared_pl_01/01_paired_packet_features_28points.csv,2_1_23_11_2_16.txt,16,23,23,21,5,0.9417666339495119,0.09972202331621943,3,True,False,False,0.5279073461706407,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
28points,v2_output/20260623_from_raw/step1_rssi_confusion_28packet_shared_pl_01/01_paired_packet_features_28points.csv,2_1_23_11_2_16.txt,16,23,23,22,6,1.2919472534591674,0.051369739593141873,8,False,False,False,0.5279073461706407,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
28points,v2_output/20260623_from_raw/step1_rssi_confusion_28packet_shared_pl_01/01_paired_packet_features_28points.csv,2_1_23_11_2_16.txt,16,23,23,23,7,0.766561817801897,0.13897194681029376,1,True,True,True,0.5279073461706407,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
28points,v2_output/20260623_from_raw/step1_rssi_confusion_28packet_shared_pl_01/01_paired_packet_features_28points.csv,2_1_23_11_2_16.txt,16,23,23,24,8,1.4611155052418299,0.037285280572892265,11,False,False,False,0.5279073461706407,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
28points,v2_output/20260623_from_raw/step1_rssi_confusion_28packet_shared_pl_01/01_paired_packet_features_28points.csv,2_1_23_11_2_16.txt,16,23,23,25,9,1.1998724500243305,0.061158201800163764,6,False,False,False,0.5279073461706407,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
28points,v2_output/20260623_from_raw/step1_rssi_confusion_28packet_shared_pl_01/01_paired_packet_features_28points.csv,2_1_23_11_2_16.txt,16,23,23,26,10,1.1441434250555211,0.06796751698318752,5,True,False,False,0.5279073461706407,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
28points,v2_output/20260623_from_raw/step1_rssi_confusion_28packet_shared_pl_01/01_paired_packet_features_28points.csv,2_1_23_11_2_16.txt,16,23,23,27,11,1.6087067807302706,0.02819150339947147,14,False,False,False,0.5279073461706407,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
28points,v2_output/20260623_from_raw/step1_rssi_confusion_28packet_shared_pl_01/01_paired_packet_features_28points.csv,2_1_23_11_2_16.txt,16,23,23,28,12,1.979949619279016,0.013954273338133642,19,False,False,False,0.5279073461706407,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
28points,v2_output/20260623_from_raw/step1_rssi_confusion_28packet_shared_pl_01/01_paired_packet_features_28points.csv,2_1_23_11_2_16.txt,16,23,23,29,13,1.8783455308580574,0.01691585847979338,17,False,False,False,0.5279073461706407,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
28points,v2_output/20260623_from_raw/step1_rssi_confusion_28packet_shared_pl_01/01_paired_packet_features_28points.csv,2_1_23_11_2_16.txt,16,23,23,30,14,4.007182263352945,0.0002998887098758753,25,False,False,False,0.5279073461706407,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
28points,v2_output/20260623_from_raw/step1_rssi_confusion_28packet_shared_pl_01/01_paired_packet_features_28points.csv,2_1_23_11_2_16.txt,16,23,23,31,15,4.9469921715936795,5.055976137497235e-05,26,False,False,False,0.5279073461706407,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
28points,v2_output/20260623_from_raw/step1_rssi_confusion_28packet_shared_pl_01/01_paired_packet_features_28points.csv,2_1_23_11_2_16.txt,16,23,23,32,16,5.8222603784978055,9.632667115788289e-06,28,False,False,False,0.5279073461706407,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
28points,v2_output/20260623_from_raw/step1_rssi_confusion_28packet_shared_pl_01/01_paired_packet_features_28points.csv,2_1_23_11_2_16.txt,16,23,23,33,17,3.2979190288042357,0.0011493464830965262,22,False,False,False,0.5279073461706407,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
28points,v2_output/20260623_from_raw/step1_rssi_confusion_28packet_shared_pl_01/01_paired_packet_features_28points.csv,2_1_23_11_2_16.txt,16,23,23,34,18,2.7079365565383853,0.003514090228342291,21,False,False,False,0.5279073461706407,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
28points,v2_output/20260623_from_raw/step1_rssi_confusion_28packet_shared_pl_01/01_paired_packet_features_28points.csv,2_1_23_11_2_16.txt,16,23,23,35,19,2.3591569539098187,0.006803682656225184,20,False,False,False,0.5279073461706407,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
28points,v2_output/20260623_from_raw/step1_rssi_confusion_28packet_shared_pl_01/01_paired_packet_features_28points.csv,2_1_23_11_2_16.txt,16,23,23,36,20,1.5036457739061542,0.034399249159633,12,False,False,False,0.5279073461706407,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
28points,v2_output/20260623_from_raw/step1_rssi_confusion_28packet_shared_pl_01/01_paired_packet_features_28points.csv,2_1_23_11_2_16.txt,16,23,23,37,21,1.0684819642612742,0.0784415115522289,4,True,False,False,0.5279073461706407,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
28points,v2_output/20260623_from_raw/step1_rssi_confusion_28packet_shared_pl_01/01_paired_packet_features_28points.csv,2_1_23_11_2_16.txt,16,23,23,38,22,1.4566062776122988,0.03760512441728144,10,False,False,False,0.5279073461706407,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
28points,v2_output/20260623_from_raw/step1_rssi_confusion_28packet_shared_pl_01/01_paired_packet_features_28points.csv,2_1_23_11_2_16.txt,16,23,23,39,23,1.7703243807988827,0.020756780660433002,15,False,False,False,0.5279073461706407,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
28points,v2_output/20260623_from_raw/step1_rssi_confusion_28packet_shared_pl_01/01_paired_packet_features_28points.csv,2_1_23_11_2_16.txt,16,23,23,40,24,1.2188684614059164,0.05899663275619475,7,False,False,False,0.5279073461706407,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
28points,v2_output/20260623_from_raw/step1_rssi_confusion_28packet_shared_pl_01/01_paired_packet_features_28points.csv,2_1_23_11_2_16.txt,16,23,23,42,25,1.8978898812483682,0.016301045415613485,18,False,False,False,0.5279073461706407,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
28points,v2_output/20260623_from_raw/step1_rssi_confusion_28packet_shared_pl_01/01_paired_packet_features_28points.csv,2_1_23_11_2_16.txt,16,23,23,43,26,0.7714293308254763,0.1376964601711552,2,True,False,False,0.5279073461706407,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
28points,v2_output/20260623_from_raw/step1_rssi_confusion_28packet_shared_pl_01/01_paired_packet_features_28points.csv,2_1_23_11_2_16.txt,16,23,23,44,27,1.6003633407445625,0.02864060246761287,13,False,False,False,0.5279073461706407,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
28points,v2_output/20260623_from_raw/step1_rssi_confusion_28packet_shared_pl_01/01_paired_packet_features_28points.csv,2_1_23_11_2_16.txt,16,23,23,45,28,3.391517488384334,0.0009626095342949132,23,False,False,False,0.5279073461706407,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
