query_file,packet_index,true_location,predicted_location,top1_location,top2_location,top1_probability,top2_probability,top1_top2_gap,temperature_T,reference_location,rank,rssi_plus_distance,posterior_probability,is_true_location,is_rssi_plus_prediction,is_top_k,feature_columns
2_0_40_11_2_16.txt,2,40,21,21,40,0.12314136507465456,0.10911777595460005,0.014023589120054511,0.5279073461706407,21,1,0.6593087407909152,0.12314136507465456,False,True,True,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
2_0_40_11_2_16.txt,2,40,21,21,40,0.12314136507465456,0.10911777595460005,0.014023589120054511,0.5279073461706407,40,2,0.7231354802243822,0.10911777595460005,True,False,True,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
2_0_40_11_2_16.txt,2,40,21,21,40,0.12314136507465456,0.10911777595460005,0.014023589120054511,0.5279073461706407,22,3,0.7465017662043757,0.10439332280397229,False,False,True,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
2_0_40_11_2_16.txt,2,40,21,21,40,0.12314136507465456,0.10911777595460005,0.014023589120054511,0.5279073461706407,37,4,0.8873849144750978,0.07994146988116292,False,False,True,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
2_0_40_11_2_16.txt,2,40,21,21,40,0.12314136507465456,0.10911777595460005,0.014023589120054511,0.5279073461706407,27,5,0.9627016081635044,0.06931244359512444,False,False,True,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
2_0_40_11_2_16.txt,2,40,21,21,40,0.12314136507465456,0.10911777595460005,0.014023589120054511,0.5279073461706407,43,6,0.9817863467810451,0.06685143498884066,False,False,False,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
2_0_40_11_2_16.txt,2,40,21,21,40,0.12314136507465456,0.10911777595460005,0.014023589120054511,0.5279073461706407,24,7,0.9860973215871975,0.0663077385839783,False,False,False,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
2_0_40_11_2_16.txt,2,40,21,21,40,0.12314136507465456,0.10911777595460005,0.014023589120054511,0.5279073461706407,26,8,0.9933265010296555,0.06540590731710266,False,False,False,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
2_0_40_11_2_16.txt,2,40,21,21,40,0.12314136507465456,0.10911777595460005,0.014023589120054511,0.5279073461706407,23,9,1.0927026871531271,0.05418299279609121,False,False,False,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
2_0_40_11_2_16.txt,2,40,21,21,40,0.12314136507465456,0.10911777595460005,0.014023589120054511,0.5279073461706407,25,10,1.1145472896431723,0.051986676189693166,False,False,False,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
2_0_40_11_2_16.txt,2,40,21,21,40,0.12314136507465456,0.10911777595460005,0.014023589120054511,0.5279073461706407,36,11,1.129096006950018,0.05057352579173007,False,False,False,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
2_0_40_11_2_16.txt,2,40,21,21,40,0.12314136507465456,0.10911777595460005,0.014023589120054511,0.5279073461706407,38,12,1.236058910631733,0.041297890507239164,False,False,False,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
2_0_40_11_2_16.txt,2,40,21,21,40,0.12314136507465456,0.10911777595460005,0.014023589120054511,0.5279073461706407,20,13,1.426682982350066,0.028781062462932848,False,False,False,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
2_0_40_11_2_16.txt,2,40,21,21,40,0.12314136507465456,0.10911777595460005,0.014023589120054511,0.5279073461706407,29,14,1.6199201917522001,0.019958873283976386,False,False,False,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
2_0_40_11_2_16.txt,2,40,21,21,40,0.12314136507465456,0.10911777595460005,0.014023589120054511,0.5279073461706407,28,15,1.6233157580132844,0.019830907295587525,False,False,False,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
2_0_40_11_2_16.txt,2,40,21,21,40,0.12314136507465456,0.10911777595460005,0.014023589120054511,0.5279073461706407,44,16,1.9879748038464873,0.009939118625290257,False,False,False,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
2_0_40_11_2_16.txt,2,40,21,21,40,0.12314136507465456,0.10911777595460005,0.014023589120054511,0.5279073461706407,19,17,2.0042926237655623,0.009636596258967952,False,False,False,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
2_0_40_11_2_16.txt,2,40,21,21,40,0.12314136507465456,0.10911777595460005,0.014023589120054511,0.5279073461706407,42,18,2.1362406032185914,0.007505398970322806,False,False,False,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
2_0_40_11_2_16.txt,2,40,21,21,40,0.12314136507465456,0.10911777595460005,0.014023589120054511,0.5279073461706407,39,19,2.1544446148455823,0.007250999187703697,False,False,False,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
2_0_40_11_2_16.txt,2,40,21,21,40,0.12314136507465456,0.10911777595460005,0.014023589120054511,0.5279073461706407,34,20,2.2551085362397454,0.005992174995068991,False,False,False,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
2_0_40_11_2_16.txt,2,40,21,21,40,0.12314136507465456,0.10911777595460005,0.014023589120054511,0.5279073461706407,35,21,2.2638624934053833,0.0058936298215171695,False,False,False,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
2_0_40_11_2_16.txt,2,40,21,21,40,0.12314136507465456,0.10911777595460005,0.014023589120054511,0.5279073461706407,33,22,3.096000345132263,0.0012184466482244767,False,False,False,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
2_0_40_11_2_16.txt,2,40,21,21,40,0.12314136507465456,0.10911777595460005,0.014023589120054511,0.5279073461706407,30,23,3.421078918582795,0.0006582237454072878,False,False,False,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
2_0_40_11_2_16.txt,2,40,21,21,40,0.12314136507465456,0.10911777595460005,0.014023589120054511,0.5279073461706407,45,24,3.607783205368826,0.0004621438685245672,False,False,False,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
2_0_40_11_2_16.txt,2,40,21,21,40,0.12314136507465456,0.10911777595460005,0.014023589120054511,0.5279073461706407,18,25,4.023164006257201,0.0002104045504113967,False,False,False,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
2_0_40_11_2_16.txt,2,40,21,21,40,0.12314136507465456,0.10911777595460005,0.014023589120054511,0.5279073461706407,31,26,4.3416557532336535,0.00011509089098007467,False,False,False,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
2_0_40_11_2_16.txt,2,40,21,21,40,0.12314136507465456,0.10911777595460005,0.014023589120054511,0.5279073461706407,16,27,5.150410265257292,2.4871468560641848e-05,False,False,False,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
2_0_40_11_2_16.txt,2,40,21,21,40,0.12314136507465456,0.10911777595460005,0.014023589120054511,0.5279073461706407,32,28,5.657681932672673,9.514442334496968e-06,False,False,False,snr;realtime_average_rssi;median_rssi;mode_rssi;rssi_variance;residual
