scenario_type,condition,severity,strength,method,method_label,packets,candidate_recall,search_correct,search_accuracy,search_topology_mae_m,search_topology_p95_m,final_correct,final_accuracy,final_topology_mae_m,final_topology_p95_m,severe_error_rate,prediction_changes_vs_lda,beneficial_corrections,harmful_corrections,changed_but_still_wrong,correction_precision,mean_search_runtime_ms,p95_search_runtime_ms,mean_path_switches,mean_garbage_segments
diagnostic_group,segment_cost_std,1_mild,validation_quartile,greedy_path,Greedy path,33,1.0,31,0.9393939393939394,0.3048484848484848,1.3559999999999954,32,0.9696969696969697,0.10272727272727275,0.0,0.0,0,0,0,0,,0.08029433333387997,0.09626619999636432,0.0,0.0
diagnostic_group,segment_cost_std,1_mild,validation_quartile,no_pheromone,No pheromone,33,1.0,30,0.9090909090909091,0.40757575757575754,3.3900000000000006,32,0.9696969696969697,0.10272727272727275,0.0,0.0,0,0,0,0,,4.672679333333334,4.782357999999931,0.0,0.0
diagnostic_group,segment_cost_std,1_mild,validation_quartile,full_aco,Full ACO,33,1.0,32,0.9696969696969697,0.10272727272727275,0.0,32,0.9696969696969697,0.10272727272727275,0.0,0.0,0,0,0,0,,4.919049181818197,5.049358600000176,0.0,0.0
diagnostic_group,segment_cost_std,2_moderate,validation_quartile,average_cost,Average cost,28,1.0,26,0.9285714285714286,0.2421428571428572,2.2034999999999956,25,0.8928571428571429,0.480357142857143,3.3900000000000006,0.0,0,0,0,0,,0.0013318928578444553,0.001539600000910468,,
diagnostic_group,segment_cost_std,2_moderate,validation_quartile,greedy_path,Greedy path,28,1.0,26,0.9285714285714286,0.2421428571428572,2.2034999999999956,26,0.9285714285714286,0.2421428571428572,2.2034999999999956,0.0,1,1,0,0,1.0,0.08068153571549885,0.09750845000127129,0.0,0.0
diagnostic_group,segment_cost_std,2_moderate,validation_quartile,no_pheromone,No pheromone,28,1.0,25,0.8928571428571429,0.480357142857143,3.3900000000000006,25,0.8928571428571429,0.480357142857143,3.3900000000000006,0.0,0,0,0,0,,4.709604142856959,4.893295949999654,0.0,0.0
diagnostic_group,segment_cost_std,2_moderate,validation_quartile,full_aco,Full ACO,28,1.0,26,0.9285714285714286,0.2421428571428572,2.2034999999999956,25,0.8928571428571429,0.480357142857143,3.3900000000000006,0.0,0,0,0,0,,4.878757428571388,5.016647799998708,0.0,0.0
diagnostic_group,segment_cost_std,3_severe,validation_quartile,average_cost,Average cost,41,1.0,36,0.8780487804878049,0.7307317073170733,6.670000000000002,39,0.9512195121951219,0.24536585365853664,0.0,0.0,1,1,0,0,1.0,0.0013729756091498619,0.001665999995736911,,
diagnostic_group,segment_cost_std,3_severe,validation_quartile,greedy_path,Greedy path,41,1.0,36,0.8780487804878049,0.7307317073170733,6.670000000000002,38,0.926829268292683,0.488048780487805,6.670000000000002,0.0,4,2,2,0,0.5,0.08091973170699353,0.09554100000030985,0.0,0.0
diagnostic_group,segment_cost_std,3_severe,validation_quartile,no_pheromone,No pheromone,41,1.0,38,0.926829268292683,0.4053658536585367,3.280000000000001,39,0.9512195121951219,0.24536585365853664,0.0,0.0,1,1,0,0,1.0,4.676291756097427,4.795041999997807,0.0,0.0
diagnostic_group,segment_cost_std,3_severe,validation_quartile,full_aco,Full ACO,41,1.0,36,0.8780487804878049,0.7307317073170733,6.670000000000002,38,0.926829268292683,0.488048780487805,6.670000000000002,0.0,4,2,2,0,0.5,4.893571097561451,5.025124999995967,0.0,0.0
