method,split,packet_count,location_count,top_k,segment_count,rssi_class_k,T_seg,lambda_R,lambda_W,lambda_V,lambda_Q,rssi_top1_accuracy,rssi_topk_recall,aco_vote_accuracy,aco_score4_accuracy,score4_change_count_from_vote,score4_W2R_from_vote,score4_R2W_from_vote,score4_net_from_vote,aco_v4_change_count_vs_aco_v2,aco_v4_W2R_vs_aco_v2,aco_v4_R2W_vs_aco_v2,aco_v4_net_vs_aco_v2,garbage_state_usage_mean,Q_seg_mean,segment_cost_std_mean,aco_path_mode_accuracy,aco_path_mode_correct,aco_pheromone_accuracy,aco_pheromone_correct,aco_score4_correct,aco_vote_correct,final_accuracy,final_correct,final_selector,peak_threshold,q4_dev_threshold,q4_peak_offset_max,q4_peak_to_side_threshold,q4_reliable_segment_count,q4_reliable_segment_rate,rssi_top1_correct,rssi_topk_contains_true,segment_count_total
aco_v4,test,128,32,5,4,3,0.009034126697630788,0.2,0.1,0.5,1.0,0.921875,1.0,0.921875,0.921875,0,0,0,0,,,,,0.0,0.7741137149560675,0.003238465583549025,0.921875,118,0.921875,118,118,118,0.921875,118,score4,8.270741919346001,3.369555117912484,0.5,6.0,387,0.755859375,118,128,512
