segment,time_sec,corr_score,detect_index,significant_peak_count,peaks
156,3.12,0.07714630830501,24412,0,
157,3.14,0.0793839608793999,31412,0,
158,3.16,0.07369419159475622,25282,0,
159,3.18,0.0744346612605448,6588,0,
160,3.2,0.07973730327970108,27476,0,
161,3.22,0.08579461300540675,20274,0,
162,3.24,0.08811548299175952,25215,0,
163,3.26,0.07620279138135955,21792,0,
164,3.28,0.07701372672244665,22216,0,
165,3.3,0.08006264264075251,3132,0,
166,3.32,0.07732108557960397,2150,0,
167,3.34,0.07725223169522913,21551,0,
168,3.36,0.08153861431678887,30808,0,
169,3.38,0.08265587369102498,26975,0,
170,3.4,0.07344381527987848,9613,0,
171,3.42,0.07262879641994731,16262,0,
172,3.44,0.08762940449051324,17417,0,
173,3.46,0.08754284008870937,11014,0,
174,3.48,0.07497825462234267,13525,0,
175,3.5,0.08003145046488522,11647,0,
176,3.52,0.0798299217203166,10657,0,
177,3.54,0.08539306727251408,35222,0,
178,3.56,0.07996101007897274,19729,0,
179,3.58,0.07954161651377412,6216,0,
180,3.6,0.09888433120262487,29043,0,
181,3.62,0.07675977847913965,19512,0,
182,3.64,0.08222163783781228,34787,0,
183,3.66,0.08310290853613055,9590,0,
184,3.68,0.08310943351739133,994,0,
185,3.7,0.07655595280747052,24740,0,
186,3.72,0.08685276320223463,24176,0,
187,3.74,0.0759110526794365,30341,0,
188,3.76,0.08099431195670992,32810,0,
189,3.78,0.07749744139271145,33950,0,
190,3.8,0.07591172583411139,19052,0,
191,3.82,0.08498923243106653,37802,0,
192,3.84,0.07696097165345615,32695,0,
193,3.86,0.08069181689892851,4410,0,
194,3.88,0.08308182241326885,17043,0,
195,3.9,0.07655447820783813,17331,0,
196,3.92,0.08147751646733414,726,0,
197,3.94,0.07659969252079372,26936,0,
198,3.96,0.07675606326003438,19216,0,
199,3.98,0.08254691767061678,25453,0,
200,4.0,0.0830870345540557,4565,0,
201,4.02,0.07411867816039046,9367,0,
202,4.04,0.08516143009163538,17294,0,
203,4.06,0.07867141128963659,19844,0,
204,4.08,0.07646737997206403,26910,0,
205,4.1,0.08006971655017213,17482,0,
206,4.12,0.07685538510653221,7491,0,
207,4.14,0.07997185846798358,18065,0,
208,4.16,0.07471743113251272,1215,0,
209,4.18,0.08120376868803983,6596,0,
210,4.2,0.07433001530324854,33412,0,
211,4.22,0.07694665360877959,25171,0,
212,4.24,0.08188104867711224,20486,0,
213,4.26,0.08306789153229698,19934,0,
214,4.28,0.08463890097012164,14506,0,
215,4.3,0.08374686642979717,8850,0,
216,4.32,0.09294235328664993,34867,0,
217,4.34,0.08283865692486467,15488,0,
218,4.36,0.07150149710031452,13058,0,
219,4.38,0.08781654639856311,19883,0,
220,4.4,0.08168579670997614,33705,0,
221,4.42,0.07504295204201697,15818,0,
222,4.44,0.07375339178358083,36633,0,
223,4.46,0.07511277186510193,26353,0,
224,4.48,0.07829037657527148,34315,0,
225,4.5,0.08717731198147709,19676,0,
226,4.52,0.07781803683115021,26028,0,
227,4.54,0.0734783627429158,15968,0,
228,4.56,0.07812511231083975,35053,0,
229,4.58,0.08429182630455077,6065,0,
230,4.6,0.07726108795407535,12808,0,
231,4.62,0.08460153899384358,34270,0,
232,4.64,0.07543112156944792,11321,0,
233,4.66,0.07600422839317171,11602,0,
234,4.68,0.07207614496283972,35251,0,
235,4.7,0.08664081478687581,27136,0,
236,4.72,0.07411410272277325,18482,0,
237,4.74,0.07593803839601145,30145,0,
238,4.76,0.07368171422974049,12234,0,
239,4.78,0.08778381544263997,19966,0,
240,4.8,0.07664176911767091,24879,0,
241,4.82,0.08018509255530912,5821,0,
242,4.84,0.0772269024194528,26167,0,
243,4.86,0.08367780548350676,29871,0,
244,4.88,0.07873570113955652,10899,0,
245,4.9,0.07877996615657686,9139,0,
246,4.92,0.08309474077664492,17206,0,
247,4.94,0.08464957662289227,20599,0,
248,4.96,0.08343036766995707,14244,0,
249,4.98,0.0829980339457206,32040,0,
