segment,time_sec,corr_score,detect_index,significant_peak_count,peaks
0,0.0,0.08516366531862518,28305,0,
1,0.02,0.07569955779614873,15401,0,
2,0.04,0.08489368504390313,16273,0,
3,0.06,0.08210031720495875,7897,0,
4,0.08,0.08109243080604367,31883,0,
5,0.1,0.07648271028839455,33657,0,
6,0.12,0.08080839696786397,4865,0,
7,0.14,0.07966850841748888,14971,0,
8,0.16,0.07994849304858598,5488,0,
9,0.18,0.07141192418526224,22110,0,
10,0.2,0.07843158096222538,21704,0,
11,0.22,0.08056440057045884,14703,0,
12,0.24,0.08133864976275082,25286,0,
13,0.26,0.07467095157775491,26,0,
14,0.28,0.082282384826784,17542,0,
15,0.3,0.08026033591281337,30998,0,
16,0.32,0.08496244324005377,9077,0,
17,0.34,0.07532412390532757,36505,0,
18,0.36,0.07834698448035146,23368,0,
19,0.38,0.08499370573392218,10844,0,
20,0.4,0.10045559495467166,4317,0,
21,0.42,0.06929288294186359,22349,0,
22,0.44,0.07890801663151485,1661,0,
23,0.46,0.07382911195881003,13794,0,
24,0.48,0.07813995046306356,7681,0,
25,0.5,0.08211222606906177,25350,0,
26,0.52,0.07509585054308182,24900,0,
27,0.54,0.07896327732263554,19861,0,
28,0.56,0.07748350953477089,5364,0,
29,0.58,0.07833217404856782,24012,0,
30,0.6,0.08183839098889209,19100,0,
31,0.62,0.07496610155950953,21962,0,
32,0.64,0.0755216718599641,5842,0,
33,0.66,0.08344755184211192,17049,0,
34,0.68,0.0830643251350584,14828,0,
35,0.7,0.07413983051332672,7749,0,
36,0.72,0.09769149792791765,25150,0,
37,0.74,0.07933237836808446,5866,0,
38,0.76,0.07775202569879813,267,0,
39,0.78,0.08121254675078593,13582,0,
40,0.8,0.08783260798574995,30,0,
41,0.82,0.08354556323167535,28228,0,
42,0.84,0.07592998220584056,11710,0,
43,0.86,0.08168589801090277,34343,0,
44,0.88,0.07901455126291156,13297,0,
45,0.9,0.0901464558481735,18159,0,
46,0.92,0.07696290733245957,433,0,
47,0.94,0.08147810757038125,4663,0,
48,0.96,0.08532197855029765,8044,0,
49,0.98,0.07288632352218213,16606,0,
50,1.0,0.07814029332557947,230,0,
51,1.02,0.07995538925157107,17582,0,
52,1.04,0.07560615754873326,3804,0,
53,1.06,0.08388506671701042,34849,0,
54,1.08,0.07817192829588988,12483,0,
55,1.1,0.07774453942133304,22628,0,
56,1.12,0.081145863290195,33809,0,
57,1.14,0.0799204228384533,6524,0,
58,1.16,0.0778701179592589,3279,0,
59,1.18,0.07577519521498725,30892,0,
60,1.2,0.09017696313164654,3576,0,
61,1.22,0.07542428243609269,22845,0,
62,1.24,0.07775321011799007,12173,0,
63,1.26,0.07937317403381244,20856,0,
64,1.28,0.08354448389536012,18386,0,
65,1.3,0.08181563048269545,23030,0,
66,1.32,0.08571987468558416,15150,0,
67,1.34,0.07623220828361602,20371,0,
68,1.36,0.08844987656296834,23252,0,
69,1.38,0.08360372495633189,32717,0,
70,1.4,0.08344483738675804,11053,0,
71,1.42,0.07522218277877724,33923,0,
72,1.44,0.07332968548585808,31278,0,
73,1.46,0.07527873991153992,30136,0,
74,1.48,0.07571374745071022,5690,0,
75,1.5,0.08769756160752225,32413,0,
76,1.52,0.08045381840482921,29797,0,
77,1.54,0.08823302617554966,5728,0,
78,1.56,0.0788548599997041,7579,0,
79,1.58,0.08733394554648519,13541,0,
80,1.6,0.07370754184779227,1512,0,
81,1.62,0.07984911585356583,19884,0,
82,1.64,0.08666181942566144,1944,0,
83,1.66,0.09294248918737273,25301,0,
84,1.68,0.08265427359886132,8572,0,
85,1.7,0.08280032418061177,2226,0,
86,1.72,0.07864297813934398,22017,0,
87,1.74,0.07336476792077434,33022,0,
88,1.76,0.08335619697079817,30153,0,
89,1.78,0.08171820331085655,21967,0,
90,1.8,0.07785888349820895,37478,0,
91,1.82,0.08817766306317136,18768,0,
92,1.84,0.07596133136196469,35758,0,
93,1.86,0.07741299792851374,10042,0,
94,1.88,0.07504161469783106,28768,0,
95,1.9,0.077740080829524,22526,0,
96,1.92,0.08450247347169951,4785,0,
97,1.94,0.0789825488856566,14312,0,
98,1.96,0.07930399274814576,1043,0,
99,1.98,0.07581122328581202,1048,0,
100,2.0,0.07932299884682695,25361,0,
101,2.02,0.08198081259838899,9237,0,
102,2.04,0.07752676853599055,19183,0,
103,2.06,0.07713492481361363,13222,0,
104,2.08,0.07432039189071053,21652,0,
105,2.1,0.08973701482833339,7888,0,
106,2.12,0.07847081464878193,7049,0,
107,2.14,0.08028771385707342,20344,0,
108,2.16,0.07236503743133767,5685,0,
109,2.18,0.0908304783069764,24898,0,
110,2.2,0.07650299530290072,27089,0,
111,2.22,0.07362180954305748,35989,0,
112,2.24,0.07957790626039538,26588,0,
113,2.26,0.07702462632181788,13785,0,
114,2.28,0.08391780053547465,34344,0,
115,2.3,0.07690254931501883,19550,0,
116,2.32,0.08294230519458429,5785,0,
117,2.34,0.07848181822389143,2556,0,
118,2.36,0.07960089084150986,11416,0,
119,2.38,0.0896956447534706,29089,0,
120,2.4,0.08998220502695903,35655,0,
121,2.42,0.08468847570010603,6707,0,
122,2.44,0.08260767354644816,9614,0,
123,2.46,0.0753538343367085,31369,0,
124,2.48,0.07383267342165516,24287,0,
125,2.5,0.08107653774758913,498,0,
126,2.52,0.0906417016346745,5894,0,
127,2.54,0.08266273690060646,24888,0,
128,2.56,0.07649424906218298,29817,0,
129,2.58,0.08412673533522756,17906,0,
130,2.6,0.08148946646142154,8947,0,
131,2.62,0.07834097784702894,34743,0,
132,2.64,0.07725810110509661,7344,0,
133,2.66,0.0753867945223787,26361,0,
134,2.68,0.07501811942427125,31693,0,
135,2.7,0.08167052858650031,10490,0,
136,2.72,0.07281072025009873,8935,0,
137,2.74,0.08969346284785741,14583,0,
138,2.76,0.07532108898886804,33029,0,
139,2.78,0.07833371617741056,14529,0,
140,2.8,0.08057477715468885,21075,0,
141,2.82,0.07779431420415674,21430,0,
142,2.84,0.08318987316776788,26304,0,
143,2.86,0.07557677603683373,32007,0,
144,2.88,0.07697453712511856,32606,0,
145,2.9,0.07939789805852857,6161,0,
146,2.92,0.08625795753697844,22801,0,
147,2.94,0.07844772835950811,29162,0,
148,2.96,0.08658880504288889,28264,0,
149,2.98,0.0813578709333657,30507,0,
150,3.0,0.0754092481471546,22922,0,
151,3.02,0.07250214323668637,29640,0,
152,3.04,0.08406383503678867,23599,0,
153,3.06,0.07632941680809162,21158,0,
154,3.08,0.07896763139944062,35747,0,
155,3.1,0.07545289515766722,37820,0,
