segment,time_sec,corr_score,detect_index,significant_peak_count,peaks
0,0.0,0.08321571805274655,32221,0,
1,0.02,0.07683203846112052,1600,0,
2,0.04,0.07948380017332704,29203,0,
3,0.06,0.07984335111959837,23429,0,
4,0.08,0.07625485635100637,35147,0,
5,0.1,0.0855880711296376,8073,0,
6,0.12,0.07567498836576565,23902,0,
7,0.14,0.07541553453271271,27661,0,
8,0.16,0.07825941051332773,27646,0,
9,0.18,0.08107850192631319,25426,0,
10,0.2,0.07512936781824962,34947,0,
11,0.22,0.07746320890305032,5314,0,
12,0.24,0.07276242154654552,27263,0,
13,0.26,0.08524598352402112,16923,0,
14,0.28,0.07675890650639676,19491,0,
15,0.3,0.08573990961451344,13025,0,
16,0.32,0.08288948453738233,6140,0,
17,0.34,0.08132183101415658,23037,0,
18,0.36,0.08251136950161031,13439,0,
19,0.38,0.07825860139786622,11162,0,
20,0.4,0.0814311408497982,32129,0,
21,0.42,0.08182708711803584,26138,0,
22,0.44,0.0745903303740833,28291,0,
23,0.46,0.07873783242576214,12255,0,
24,0.48,0.08128097563743837,11959,0,
25,0.5,0.076069770787158,6090,0,
26,0.52,0.07929539756958283,8565,0,
27,0.54,0.0776190871496683,289,0,
28,0.56,0.08525733867781325,27338,0,
29,0.58,0.07620824857167638,35145,0,
30,0.6,0.07482766830738691,17095,0,
31,0.62,0.08193727128954463,14186,0,
32,0.64,0.07217674048691453,31844,0,
33,0.66,0.08256387094106005,1147,0,
34,0.68,0.08884293099882641,31064,0,
35,0.7,0.08321356598773212,9895,0,
36,0.72,0.07945966090182668,20885,0,
37,0.74,0.07650856280159657,12991,0,
38,0.76,0.07533560577343663,23537,0,
39,0.78,0.07397968062566918,25853,0,
40,0.8,0.07635935008217473,6606,0,
41,0.82,0.07869807503147928,2801,0,
42,0.84,0.07724404205921015,34206,0,
43,0.86,0.08489994948678078,29020,0,
44,0.88,0.07965431389023851,17799,0,
45,0.9,0.07700711285246382,16088,0,
46,0.92,0.07980669362491329,3776,0,
47,0.94,0.07932334228733541,16683,0,
48,0.96,0.07688409763338383,22107,0,
49,0.98,0.07409439314384854,5410,0,
50,1.0,0.07954123590881688,19887,0,
51,1.02,0.08057584808711452,13599,0,
52,1.04,0.08187488286989655,22519,0,
53,1.06,0.07810151217297893,25382,0,
54,1.08,0.08757830918498578,29846,0,
55,1.1,0.0780453277975395,5576,0,
56,1.12,0.07669291484844853,35878,0,
57,1.14,0.074003299250102,22173,0,
58,1.16,0.07811769535602334,12749,0,
59,1.18,0.07658692774638431,7248,0,
60,1.2,0.0929128198665309,25483,0,
61,1.22,0.07223116476671476,26793,0,
62,1.24,0.07761615187486533,4023,0,
63,1.26,0.0801284298950095,522,0,
64,1.28,0.07769733488487489,35110,0,
65,1.3,0.08031537327335095,7849,0,
66,1.32,0.08469280565001598,28459,0,
67,1.34,0.08457083014144617,410,0,
68,1.36,0.07686006373745961,11530,0,
69,1.38,0.07826130529876967,23394,0,
70,1.4,0.08898375047161404,9331,0,
71,1.42,0.08032161181277937,28623,0,
72,1.44,0.08771117282328755,14090,0,
73,1.46,0.08070517951760109,13685,0,
74,1.48,0.07463670063521338,9930,0,
75,1.5,0.07788317414469789,32192,0,
76,1.52,0.08703254598906995,26304,0,
77,1.54,0.075239891892695,25944,0,
78,1.56,0.07577834424481604,1150,0,
79,1.58,0.07980359954738377,29656,0,
80,1.6,0.08119213766464406,13239,0,
81,1.62,0.0795703765075674,17534,0,
82,1.64,0.07620698545102383,18132,0,
83,1.66,0.0784263356177242,35881,0,
84,1.68,0.08183773127279254,29473,0,
85,1.7,0.0839092357301637,36151,0,
86,1.72,0.08261454231849966,20094,0,
87,1.74,0.07789780417336932,19884,0,
88,1.76,0.08428699071033416,14013,0,
89,1.78,0.08290374727127887,15509,0,
90,1.8,0.08151992497205385,22915,0,
91,1.82,0.07885664282389601,33066,0,
92,1.84,0.07749936157417091,24523,0,
93,1.86,0.07674164412423361,15506,0,
94,1.88,0.09286696366959676,20524,0,
95,1.9,0.07424098341963108,30323,0,
96,1.92,0.08434946897160496,26120,0,
97,1.94,0.07386494197031923,8436,0,
98,1.96,0.07947329417528029,547,0,
99,1.98,0.07998393933324405,32701,0,
100,2.0,0.08207416928436814,10629,0,
101,2.02,0.08627916455404053,22572,0,
102,2.04,0.08023079183501794,26568,0,
103,2.06,0.0792475328432331,27553,0,
104,2.08,0.08567515009847008,778,0,
105,2.1,0.07837979841893256,35151,0,
106,2.12,0.08028122403620752,22619,0,
107,2.14,0.08463807988138843,4250,0,
108,2.16,0.07434883432545528,13430,0,
109,2.18,0.07976915968236015,16278,0,
110,2.2,0.07847562733171133,31595,0,
111,2.22,0.08974607222620375,144,0,
112,2.24,0.0781882192729128,10960,0,
113,2.26,0.0733047237068699,4568,0,
114,2.28,0.07600457534300346,11870,0,
115,2.3,0.07735083400008644,11924,0,
116,2.32,0.07944685129420381,3724,0,
117,2.34,0.07845374812173504,33038,0,
118,2.36,0.08048958121448667,10720,0,
119,2.38,0.08117646509853431,10095,0,
120,2.4,0.07777415439501535,29696,0,
121,2.42,0.07786978277810176,9566,0,
122,2.44,0.08724402838865052,29653,0,
123,2.46,0.07894969541567651,34812,0,
124,2.48,0.08091286764028635,31273,0,
125,2.5,0.07868066970488678,17623,0,
126,2.52,0.08441490432940155,1358,0,
127,2.54,0.08357941221841894,19872,0,
128,2.56,0.07675854728276787,6435,0,
129,2.58,0.07909532293999215,22260,0,
130,2.6,0.08469202435574763,11545,0,
131,2.62,0.07981364787598581,35498,0,
132,2.64,0.07617994126385838,26848,0,
133,2.66,0.07796380016330849,37342,0,
134,2.68,0.07839208688464612,34406,0,
135,2.7,0.0803018545664844,4034,0,
136,2.72,0.07906407225946827,32029,0,
137,2.74,0.07883245043669364,831,0,
138,2.76,0.07728783838027307,35347,0,
139,2.78,0.08426415397924428,20120,0,
140,2.8,0.0760471762801923,98,0,
141,2.82,0.07424918351998504,32693,0,
142,2.84,0.08039959088265167,21230,0,
143,2.86,0.08170543752092436,2446,0,
144,2.88,0.07682778425854324,5160,0,
145,2.9,0.07393088991372565,10653,0,
146,2.92,0.07802350190216631,4949,0,
147,2.94,0.07627805819940614,304,0,
148,2.96,0.08556532148411788,22797,0,
149,2.98,0.07498800186389197,28921,0,
150,3.0,0.08218701977202393,18596,0,
151,3.02,0.07779531473035498,18746,0,
152,3.04,0.09002885812273029,26149,0,
153,3.06,0.07993304542698113,14028,0,
154,3.08,0.07292016749157194,18664,0,
155,3.1,0.0748112199251916,5674,0,
156,3.12,0.0824844444157309,27595,0,
157,3.14,0.07805695230230945,25381,0,
158,3.16,0.07566504135245472,17448,0,
159,3.18,0.07985901525155154,35461,0,
160,3.2,0.07387529740294625,37045,0,
161,3.22,0.08190423086785686,1417,0,
162,3.24,0.08626540124831256,23533,0,
163,3.26,0.0867653130738636,36032,0,
164,3.28,0.08211130927932452,21360,0,
165,3.3,0.07509636643181372,5203,0,
166,3.32,0.07403265244637489,21690,0,
167,3.34,0.08103999929300872,4443,0,
168,3.36,0.07634243575692297,5077,0,
169,3.38,0.07513832635740464,3526,0,
170,3.4,0.07531327824982657,27125,0,
171,3.42,0.09326356849906682,23043,0,
172,3.44,0.07862702237591022,16547,0,
173,3.46,0.0810262505506751,20866,0,
174,3.48,0.0818330924056069,22909,0,
175,3.5,0.08025144527475171,1202,0,
176,3.52,0.07862500148427354,11855,0,
177,3.54,0.08584292883962785,10925,0,
178,3.56,0.0757445728153886,30107,0,
179,3.58,0.0738661515655626,20973,0,
180,3.6,0.07820740858404816,17624,0,
181,3.62,0.07982331615153143,6331,0,
182,3.64,0.080736552867018,25311,0,
183,3.66,0.08628332544297354,1975,0,
184,3.68,0.07920847803706464,28894,0,
185,3.7,0.07246685325548617,13670,0,
186,3.72,0.08011253620107307,36051,0,
187,3.74,0.09727397530516349,5174,0,
188,3.76,0.08585971517002174,33592,0,
189,3.78,0.08106816031155747,32011,0,
190,3.8,0.07321321856923475,25700,0,
191,3.82,0.08151889633454384,36429,0,
192,3.84,0.08123686337843218,7099,0,
193,3.86,0.07880019696054533,16919,0,
194,3.88,0.07760664786047872,16968,0,
195,3.9,0.0801314602819106,25899,0,
196,3.92,0.08640508801341128,25784,0,
197,3.94,0.08727074251260072,5537,0,
198,3.96,0.07884498024152674,8385,0,
199,3.98,0.07788475744567382,13426,0,
200,4.0,0.07897590941889736,4905,0,
201,4.02,0.08049218887810733,334,0,
202,4.04,0.07444593453871118,24043,0,
203,4.06,0.08243869871330899,15404,0,
204,4.08,0.07696221989940313,18730,0,
205,4.1,0.08135977386190815,766,0,
206,4.12,0.08058736857687011,3699,0,
207,4.14,0.07673998373317405,9716,0,
208,4.16,0.08284455879438318,8555,0,
209,4.18,0.07585965956298645,6875,0,
210,4.2,0.0809803686154234,33784,0,
211,4.22,0.07641376629220994,14794,0,
212,4.24,0.08595937249858698,11721,0,
213,4.26,0.0825818501503087,24547,0,
214,4.28,0.0711139369612325,20506,0,
215,4.3,0.07745837777102248,8023,0,
216,4.32,0.08003153565770961,37819,0,
217,4.34,0.08332847379394462,3291,0,
218,4.36,0.07531626563945082,15780,0,
219,4.38,0.08620198267127761,27058,0,
220,4.4,0.07838285573457753,15070,0,
221,4.42,0.07821950442888043,15520,0,
222,4.44,0.07653951023973476,28523,0,
223,4.46,0.07673559528595215,36625,0,
224,4.48,0.07936746305143148,966,0,
225,4.5,0.08289608624501404,36468,0,
226,4.52,0.08465645758729075,27926,0,
227,4.54,0.09120796239283321,5547,0,
228,4.56,0.08538639158214187,36752,0,
229,4.58,0.07985758450680769,5035,0,
230,4.6,0.0787710708216625,22904,0,
231,4.62,0.07737872121990291,37336,0,
232,4.64,0.07554025847889173,23492,0,
233,4.66,0.07644429689286449,37786,0,
234,4.68,0.07635633308206409,37901,0,
235,4.7,0.08176672795513276,25013,0,
236,4.72,0.07452887855588955,11989,0,
237,4.74,0.08321099107152857,7256,0,
238,4.76,0.07773913877449835,27182,0,
239,4.78,0.07911446449209884,9913,0,
240,4.8,0.08277766062901412,33326,0,
241,4.82,0.08696787059901584,6112,0,
242,4.84,0.0862585813896033,20584,0,
243,4.86,0.08210084963980642,32524,0,
244,4.88,0.07349413847408319,36579,0,
245,4.9,0.0769394781304142,13202,0,
246,4.92,0.07322391999168477,12156,0,
247,4.94,0.0776806075125264,4558,0,
248,4.96,0.07832472450629385,26067,0,
249,4.98,0.07755370774487809,21252,0,
