segment,time_sec,corr_score,detect_index,significant_peak_count,peaks
0,0.0,0.0790469964663024,10940,0,
1,0.02,0.07839113505954157,6689,0,
2,0.04,0.07641681635830408,18558,0,
3,0.06,0.08610562022488398,1799,0,
4,0.08,0.08033935110521624,9777,0,
5,0.1,0.08348906297124042,8554,0,
6,0.12,0.08001037909685312,10663,0,
7,0.14,0.07428296150020654,15415,0,
8,0.16,0.08479539879538472,25616,0,
9,0.18,0.07854697632608562,14629,0,
10,0.2,0.07493652902939127,31241,0,
11,0.22,0.08145926677182812,21004,0,
12,0.24,0.08396240939963708,23138,0,
13,0.26,0.07331005331080631,36516,0,
14,0.28,0.07860359223044514,10803,0,
15,0.3,0.07247467542473256,32042,0,
16,0.32,0.0775599671054703,32435,0,
17,0.34,0.08168472840253149,7078,0,
18,0.36,0.08482718036429637,10198,0,
19,0.38,0.07952834385657559,18604,0,
20,0.4,0.07895878713684296,12364,0,
21,0.42,0.07608100636626294,24405,0,
22,0.44,0.07274549064113293,20308,0,
23,0.46,0.08511471282524453,19634,0,
24,0.48,0.09415539810892407,11684,0,
25,0.5,0.08019771136608125,8634,0,
26,0.52,0.08731492023659976,1886,0,
27,0.54,0.07553647807981832,37099,0,
28,0.56,0.08136159530380543,36540,0,
29,0.58,0.07961996730637554,2790,0,
30,0.6,0.08084449639236753,13421,0,
31,0.62,0.0808573391117286,27829,0,
32,0.64,0.07351269464690484,13262,0,
33,0.66,0.08213529221922666,22591,0,
34,0.68,0.08276401905096689,2566,0,
35,0.7,0.08131703888233863,231,0,
36,0.72,0.0760224437698787,14186,0,
37,0.74,0.0817748959043186,22476,0,
38,0.76,0.07228862155472815,13686,0,
39,0.78,0.07537231788126678,29975,0,
40,0.8,0.07833138434286083,10400,0,
41,0.82,0.07566218273421166,1551,0,
42,0.84,0.08054331767035701,12516,0,
43,0.86,0.08177511428472416,19044,0,
44,0.88,0.07536729138068743,36853,0,
45,0.9,0.07594320749224921,32703,0,
46,0.92,0.07638970347076336,28947,0,
47,0.94,0.08540449976959963,24037,0,
48,0.96,0.08077912167907163,17442,0,
49,0.98,0.07521250566304245,5546,0,
50,1.0,0.08283025703787761,36371,0,
51,1.02,0.07661224508508696,30662,0,
52,1.04,0.07859027471447752,4550,0,
53,1.06,0.08448055097430907,29169,0,
54,1.08,0.07820152726391842,1582,0,
55,1.1,0.08459916081336595,25693,0,
56,1.12,0.07440784021283166,34138,0,
57,1.14,0.07980129929820332,627,0,
58,1.16,0.08316450509069306,14208,0,
59,1.18,0.08916208406542694,20685,0,
60,1.2,0.08373197978540663,2984,0,
61,1.22,0.08381873569322884,6692,0,
62,1.24,0.08249106187159101,28299,0,
63,1.26,0.08576310172622799,22175,0,
64,1.28,0.0840040857860775,3662,0,
65,1.3,0.07740555345993554,36112,0,
66,1.32,0.07911791113222881,1974,0,
67,1.34,0.09109827964953683,30757,0,
68,1.36,0.08406867061681175,30149,0,
69,1.38,0.07610072369240788,12613,0,
70,1.4,0.08271988423695029,34303,0,
71,1.42,0.08898614939511434,13138,0,
72,1.44,0.08181579278860075,36939,0,
73,1.46,0.07655653088740604,20980,0,
74,1.48,0.0787969041999738,11312,0,
75,1.5,0.07838143314727207,6478,0,
76,1.52,0.08647776056012331,18323,0,
77,1.54,0.0807660481242186,32416,0,
78,1.56,0.07863103025719352,25377,0,
79,1.58,0.08255424119543768,21026,0,
80,1.6,0.08936449777597395,33114,0,
81,1.62,0.07705601500289537,1384,0,
82,1.64,0.08113568411209665,6631,0,
83,1.66,0.0763123108553577,18739,0,
84,1.68,0.0783800176040723,2148,0,
85,1.7,0.08442664890362221,27596,0,
86,1.72,0.0756483121571668,24802,0,
87,1.74,0.07718148451268282,26577,0,
88,1.76,0.07943823236320796,9199,0,
89,1.78,0.08829358710493647,36814,0,
90,1.8,0.07948026205014884,12097,0,
91,1.82,0.08371787655990257,35121,0,
92,1.84,0.07373359743444374,21786,0,
93,1.86,0.07951144799269197,29566,0,
94,1.88,0.07366233132464951,9588,0,
95,1.9,0.07426679101714591,20867,0,
96,1.92,0.08157035144914204,32205,0,
97,1.94,0.0750835706989675,5842,0,
98,1.96,0.08462678379735808,17338,0,
99,1.98,0.07606605014327807,9627,0,
100,2.0,0.07543922374071113,30794,0,
101,2.02,0.08109757952956449,364,0,
102,2.04,0.07703953643894493,13547,0,
103,2.06,0.08013923001097603,24177,0,
104,2.08,0.07515505951985638,15716,0,
105,2.1,0.0794556767239506,27955,0,
106,2.12,0.08091544316446071,6199,0,
107,2.14,0.07865768975616957,21037,0,
108,2.16,0.08183301738290667,1921,0,
109,2.18,0.08125175455350053,10907,0,
110,2.2,0.07857867787957296,26081,0,
111,2.22,0.0764963526150186,29955,0,
112,2.24,0.07259764425165305,17811,0,
113,2.26,0.07481944729406263,2369,0,
114,2.28,0.08543078926373074,12831,0,
115,2.3,0.08070565034799507,26512,0,
116,2.32,0.08238325921905636,3716,0,
117,2.34,0.08085049539743681,5842,0,
118,2.36,0.0754176612809028,6347,0,
119,2.38,0.07780315613980014,37508,0,
120,2.4,0.08301007039993734,1132,0,
121,2.42,0.07969688124196518,28284,0,
122,2.44,0.07894566629619044,32780,0,
123,2.46,0.08465355431839304,24741,0,
124,2.48,0.07878667522755187,31565,0,
125,2.5,0.08335199874738722,2978,0,
126,2.52,0.09339542050735476,9168,0,
127,2.54,0.07601679997277512,3809,0,
128,2.56,0.08783278078966596,10046,0,
129,2.58,0.0831826078548298,29439,0,
130,2.6,0.07886343636818198,17627,0,
131,2.62,0.07712474044420216,2524,0,
132,2.64,0.073593824267831,11642,0,
133,2.66,0.07997107212707727,22044,0,
134,2.68,0.07592817608112758,31979,0,
135,2.7,0.07734713616787758,12068,0,
136,2.72,0.0745570321038034,31329,0,
137,2.74,0.08791191867559034,7874,0,
138,2.76,0.08374250047313635,29976,0,
139,2.78,0.07789142590411188,17736,0,
140,2.8,0.0909580656564827,18483,0,
141,2.82,0.07492715950899177,3354,0,
142,2.84,0.07846095590191782,7446,0,
143,2.86,0.07509696741703258,1,0,
144,2.88,0.07983711053573418,9797,0,
145,2.9,0.07485373627911542,6918,0,
146,2.92,0.08555286012482201,30623,0,
147,2.94,0.08050978886834603,20367,0,
148,2.96,0.07557221859372346,462,0,
149,2.98,0.08818102246439927,8152,0,
150,3.0,0.07936231002306769,37578,0,
151,3.02,0.07822277502206859,23751,0,
