segment,time_sec,corr_score,detect_index,significant_peak_count,peaks
0,0.0,0.07936224129231123,3191,0,
1,0.02,0.07275285188205749,5796,0,
2,0.04,0.07737380611309427,18915,0,
3,0.06,0.07789031629100106,12712,0,
4,0.08,0.07374273545908222,33244,0,
5,0.1,0.09006184623207128,13987,0,
6,0.12,0.09616747050694159,28695,0,
7,0.14,0.07445981066266735,36428,0,
8,0.16,0.08156133797106536,5877,0,
9,0.18,0.07587176013357597,35660,0,
10,0.2,0.08722594826085832,27419,0,
11,0.22,0.08785164485429395,13169,0,
12,0.24,0.08080333502876544,1002,0,
13,0.26,0.09414584989419898,6973,0,
14,0.28,0.07776539398912775,36053,0,
15,0.3,0.07792752782062515,29969,0,
16,0.32,0.07856114796009497,7253,0,
17,0.34,0.07618525699106857,5774,0,
18,0.36,0.07313899308334194,34328,0,
19,0.38,0.07878422238363975,30286,0,
20,0.4,0.08049613006981757,14242,0,
21,0.42,0.07921808809062308,20629,0,
22,0.44,0.08026457994440372,35293,0,
23,0.46,0.07724676231308374,24569,0,
24,0.48,0.07563251284879292,2428,0,
25,0.5,0.07611464564562864,11488,0,
26,0.52,0.07946483507180074,6125,0,
27,0.54,0.07997300938326012,22329,0,
28,0.56,0.08043793875665226,14771,0,
29,0.58,0.07646881720750279,3578,0,
30,0.6,0.07579932314661965,5460,0,
31,0.62,0.07831628794051934,13865,0,
32,0.64,0.09419136998782866,11935,0,
33,0.66,0.08328151187560079,31651,0,
34,0.68,0.08014710186166876,29876,0,
35,0.7,0.08085619962419176,28252,0,
36,0.72,0.07064674288504653,19920,0,
37,0.74,0.07760718539183344,20852,0,
38,0.76,0.08268723440353334,29704,0,
39,0.78,0.08615213177169542,13936,0,
40,0.8,0.09050234885213435,33632,0,
41,0.82,0.0781790842523834,17017,0,
42,0.84,0.07772757356615027,771,0,
43,0.86,0.08268102381057732,13862,0,
44,0.88,0.08133094324331569,31771,0,
45,0.9,0.07809286085298252,28563,0,
46,0.92,0.08020235671151224,585,0,
47,0.94,0.08004781766782983,16496,0,
48,0.96,0.08723769429365558,15465,0,
49,0.98,0.07600044363745102,16737,0,
50,1.0,0.08628005251211986,36077,0,
51,1.02,0.08104003750965577,12659,0,
52,1.04,0.09032950943635246,23103,0,
53,1.06,0.07290865419348566,18304,0,
54,1.08,0.07886696831020698,21202,0,
55,1.1,0.08091162446683016,25548,0,
56,1.12,0.0745105742887828,11020,0,
57,1.14,0.08524579559413166,4209,0,
58,1.16,0.07911219296221622,23834,0,
59,1.18,0.07627603734051068,3822,0,
60,1.2,0.07870198071863548,4426,0,
61,1.22,0.07922083399467962,7191,0,
62,1.24,0.08039849963496426,6435,0,
63,1.26,0.08343455867243214,8834,0,
64,1.28,0.076615076024894,34941,0,
65,1.3,0.07743931602110302,18213,0,
66,1.32,0.07392185795092578,31931,0,
67,1.34,0.0832500912001665,14029,0,
68,1.36,0.07824476807611581,7114,0,
69,1.38,0.0787422702826841,32384,0,
70,1.4,0.08394059879485186,9719,0,
71,1.42,0.07656491268516567,25215,0,
72,1.44,0.0845818551161724,31282,0,
73,1.46,0.08045806197830094,30503,0,
74,1.48,0.0815547347463202,24495,0,
75,1.5,0.07493147212634765,7758,0,
76,1.52,0.07563256679370307,24794,0,
77,1.54,0.0797815510299055,594,0,
78,1.56,0.08489591645047882,20397,0,
79,1.58,0.0795990000268671,2875,0,
80,1.6,0.0783997119818505,2094,0,
81,1.62,0.07570581104510615,4469,0,
82,1.64,0.0768181504552477,17503,0,
83,1.66,0.08405897198502037,11410,0,
84,1.68,0.07924441447129167,24549,0,
85,1.7,0.077672576712915,27560,0,
86,1.72,0.07598681658324642,3049,0,
87,1.74,0.08351008420643334,15787,0,
88,1.76,0.07160922753997721,6318,0,
89,1.78,0.07596098608469022,10356,0,
90,1.8,0.07386836993354644,6951,0,
91,1.82,0.0776007928797787,19007,0,
92,1.84,0.07534634870999238,32480,0,
93,1.86,0.0755660410702459,33974,0,
94,1.88,0.08841146030579314,10618,0,
95,1.9,0.0780648199045324,4033,0,
96,1.92,0.08033686900517657,29828,0,
97,1.94,0.08056121570409568,1745,0,
98,1.96,0.08089228844146373,20775,0,
99,1.98,0.07539118765806012,32010,0,
100,2.0,0.07902184543254898,35658,0,
101,2.02,0.07969974381587323,6780,0,
102,2.04,0.08105117026517311,9203,0,
103,2.06,0.08525708310334294,26134,0,
104,2.08,0.08535169855633422,28438,0,
105,2.1,0.08187115983776183,303,0,
106,2.12,0.07757638058676654,23385,0,
107,2.14,0.0819069815421464,8291,0,
108,2.16,0.08463702606182463,29523,0,
109,2.18,0.07992363084416954,1529,0,
110,2.2,0.07426104838809981,34390,0,
111,2.22,0.07443988173787003,11120,0,
112,2.24,0.07632671813063929,20717,0,
113,2.26,0.08245475021484087,37771,0,
114,2.28,0.09247166119320975,24623,0,
115,2.3,0.07728017543049061,631,0,
116,2.32,0.08350742220605037,29431,0,
117,2.34,0.08132780777861544,34902,0,
118,2.36,0.08696957623826758,27990,0,
119,2.38,0.08084759098468328,5462,0,
120,2.4,0.08463383868816363,18176,0,
121,2.42,0.0834315256253836,35860,0,
122,2.44,0.07693000474153452,14373,0,
123,2.46,0.0864548572338356,19208,0,
124,2.48,0.0821449417717216,33832,0,
125,2.5,0.07652847693839175,8679,0,
126,2.52,0.0762252972513599,32626,0,
127,2.54,0.07879343023389378,8736,0,
128,2.56,0.08732648630810848,8769,0,
129,2.58,0.07714330312029699,2410,0,
130,2.6,0.07545749996131361,20291,0,
131,2.62,0.07848903806013184,25841,0,
132,2.64,0.09209951484198237,28149,0,
133,2.66,0.08347603943459601,3148,0,
134,2.68,0.07894086594064767,18884,0,
135,2.7,0.07564575476091111,29275,0,
136,2.72,0.07491122075247979,25085,0,
137,2.74,0.08607644319977922,35360,0,
138,2.76,0.08069337520797933,2312,0,
139,2.78,0.0759963322815596,32609,0,
140,2.8,0.08986801000523309,3457,0,
141,2.82,0.08225872297581388,31517,0,
142,2.84,0.07605274077843886,510,0,
143,2.86,0.0931301234148706,7659,0,
144,2.88,0.07666400935391324,20983,0,
